Zone,Bus_id,Type,Capacity (MWh),Max Power (MW),Charging efficiency,Discharging efficiency,Cost ($/MWh),EF,CC,Charging Rate,Discharging Rate
50Hertz,B88,BES,5.0,2.5,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B101,BES,0.3,0.15,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B109,BES,0.24,0.12,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B123,BES,6.16,3.08,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B124,BES,0.44,0.22,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B125,BES,2.85,1.425,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B136,BES,0.4,0.2,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B151,BES,0.24,0.12,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B154,BES,10.2,5.1,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B164,BES,4.128,2.064,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B166,BES,4.2,2.1,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B185,BES,24.66,12.33,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B185,PHS,2352.0,294.0,0.84,0.84,0.5,0.0,0.95,1.0,1.0
Amprion,B194,BES,3.0,1.5,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B195,BES,0.5,0.25,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B196,BES,9.2,4.6,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B212,BES,3.5,1.75,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B217,BES,1.6,0.8,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B222,BES,36.4,18.2,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B230,BES,0.81,0.405,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B238,BES,0.6,0.3,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B239,BES,3.8,1.9,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B247,BES,1.6,0.8,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B251,BES,0.79,0.395,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B253,BES,13.4,6.7,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B254,BES,600.0,300.0,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B255,BES,0.958,0.479,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B258,BES,1.472,0.736,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B274,BES,7.066000000000001,3.5330000000000004,0.9,0.9,1.0,0.0,0.95,0.5,1.0
Amprion,B276,BES,0.2,0.1,0.9,0.9,1.0,0.0,0.95,0.5,1.0
