PlantCode,PlantName,SourceTechnology,State,LoadZone,Latitude,Longitude,Pmax (MW),Pmin (MW),Zone,Bus_id,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW),RM_REG_UP,RM_REG_DN,RM_NSPIN
65474,"GDIM 1, LLC",Solar Photovoltaic,RI,RI,41.966678,-71.525993,9.6,0.0,SENE,163,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65475,"GDIM 2, LLC",Solar Photovoltaic,RI,RI,41.967314,-71.519606,9.6,0.0,SENE,163,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65476,"GDIM 3, LLC",Solar Photovoltaic,RI,RI,41.963066,-71.516929,9.6,0.0,SENE,163,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65477,"GDIM 4, LLC",Solar Photovoltaic,RI,RI,41.963066,-71.516929,9.6,0.0,SENE,163,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
54236,Pfizer Groton Plant,Natural Gas Fired Combustion Turbine,CT,CT,41.3315,-72.0786,9.5,0.0,ROP,92,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
63897,Oxford PV - BD Solar Oxford LLC,Solar Photovoltaic,ME,ME,44.151,-70.476,9.2,0.0,Maine,207,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
60404,Pisgah Mountain Wind,Onshore Wind Turbine,ME,ME,44.777337,-68.523419,9.1,0.0,Maine,188,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
3708,Ascutney,Petroleum Liquids,VT,VT,43.4011,-72.4203,9.0,0.0,NNE,1,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
10823,Deer Island Treatment Plant,Other Waste Biomass,MA,NEMA/Boston,42.353333,-70.962778,9.0,0.0,SENE,156,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
3735,Colchester 16,Petroleum Liquids,VT,VT,44.4906,-73.1703,8.7,0.0,NNE,3,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
1493,Hiram,Conventional Hydroelectric,ME,ME,43.8525,-70.7969,8.5,0.0,Maine,215,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
64408,Georges River Energy,Wood/Wood Waste Biomass,ME,ME,44.3331,-69.2019,8.5,0.0,Maine,74,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
3723,Rutland,Petroleum Liquids,VT,VT,43.603,-72.9923,8.4,0.0,NNE,43,Oil,1,0,0,0,92.0,0.82,0.88,1.0,0.1,0.08,1.0,1.0,1,1,1,10.0,0.04,0.04,0.06
67117,"Rhode Island Solar Renewable Energy IV,",Solar Photovoltaic,RI,RI,41.613,-71.156,8.4,0.0,SENE,155,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
1486,Cataract Hydro,Conventional Hydroelectric,ME,ME,43.4956,-70.4472,8.0,0.0,Maine,145,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
65949,Kearsarge Smithfield LLC,Solar Photovoltaic,RI,RI,41.93139,-71.57895,8.0,0.0,SENE,163,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58180,UNH 7.9 MW Plant,Landfill Gas,NH,NH,43.13674,-70.936125,7.9,0.0,NNE,128,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
59622,Future Generation Wind,Onshore Wind Turbine,MA,SEMA,41.774444,-70.615833,7.9,0.0,SENE,42,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63895,Augusta PV - BD Solar Augusta LLC,Solar Photovoltaic,ME,ME,44.328,-69.731,7.2,0.0,Maine,187,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
54225,Gillette SBMC,Natural Gas Fired Combustion Turbine,MA,NEMA/Boston,42.3436,-71.0559,7.2,0.0,SENE,156,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
60457,Athens Energy,Wood/Wood Waste Biomass,ME,ME,44.945514,-69.660705,7.1,0.0,Maine,53,Bio,1,1,0,0,39.0,0.1,0.9,0.9,0.08,0.06,0.4,0.4,1,6,6,6.0,0.03,0.03,0.045
64068,BD Solar Hancock LLC,Solar Photovoltaic,ME,ME,44.535671,-68.354732,7.0,0.0,Maine,190,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64069,Winslow PV - BD Solar 2 LLC,Solar Photovoltaic,ME,ME,44.56,-69.59,7.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64070,BD Solar Ellsworth LLC,Solar Photovoltaic,ME,ME,44.534547,-68.378789,7.0,0.0,Maine,190,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
6081,Stony Brook,Solar Photovoltaic,MA,WCMA,42.1978,-72.5106,6.9,0.0,ROP,200,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
50999,Aziscohos Hydroelectric Project,Conventional Hydroelectric,ME,ME,44.9439,-70.9975,6.8,0.0,Maine,209,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
61857,Toray Plastic America's CHP Plant,Natural Gas Fired Combustion Turbine,RI,RI,41.593802,-71.427609,6.8,0.0,SENE,86,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
60621,Worcester Landfill,Solar Photovoltaic,MA,WCMA,42.219,-71.791,6.5,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66584,White Rock Road LLC,Solar Photovoltaic,RI,RI,41.400949,-71.839504,6.5,0.0,SENE,86,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58682,Dartmouth,Solar Photovoltaic,MA,SEMA,41.676111,-70.996944,6.3,0.0,SENE,79,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
52061,Hartford Hospital Cogeneration,Natural Gas Fired Combined Cycle,CT,CT,41.7631,-72.6733,6.2,0.0,ROP,23,NGCC,1,0,0,0,34.0,0.4,0.92,1.0,0.06,0.1,0.5,0.5,1,4,4,6.0,0.05,0.05,0.075
6012,Sherman,Conventional Hydroelectric,MA,WCMA,42.7297,-72.9303,6.1,0.0,ROP,146,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
50087,Univ of Massachusetts Medical Center,Natural Gas Fired Combustion Turbine,MA,WCMA,42.279015,-71.759772,6.0,0.0,ROP,24,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
3720,Peterson,Conventional Hydroelectric,VT,VT,44.6381,-73.1625,5.8,0.0,NNE,3,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
61755,"East Acres Solar NG, LLC",Solar Photovoltaic,MA,WCMA,42.487476,-73.242331,5.8,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
54228,Erving Paper Mills,Natural Gas Fired Combustion Turbine,MA,WCMA,42.5983,-72.3875,5.5,0.0,ROP,146,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
7381,Searsburg Wind Turbine,Onshore Wind Turbine,VT,VT,42.8625,-72.9628,5.2,0.0,NNE,43,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
10255,West Enfield Hydro,Conventional Hydroelectric,ME,ME,45.2497,-68.6483,5.1,0.0,Maine,185,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
63896,Fairfield PV - BD Solar Fairfield LLC,Solar Photovoltaic,ME,ME,44.634,-69.597,5.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64062,Palmyra PV - BD Solar Palmyra LLC,Solar Photovoltaic,ME,ME,44.84,-69.31,5.0,0.0,Maine,184,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65112,River Road,Solar Photovoltaic,ME,ME,44.74111,-69.762861,5.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65342,Gorham Solar 1 (CSG),Solar Photovoltaic,ME,ME,43.660252,-70.410498,5.0,0.0,Maine,145,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65461,Unity Solar,Solar Photovoltaic,ME,ME,44.598,-69.357,5.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65532,Baldwin (ME),Solar Photovoltaic,ME,ME,43.79322,-70.75685,5.0,0.0,Maine,215,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65534,Monmouth,Solar Photovoltaic,ME,ME,44.192188,-70.021685,5.0,0.0,Maine,187,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65858,Dynamic Corinth (CSG),Solar Photovoltaic,ME,ME,45.011548,-69.0267,5.0,0.0,Maine,184,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65859,Dynamic Madison (CSG),Solar Photovoltaic,ME,ME,44.791662,-69.7374,5.0,0.0,Maine,53,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66100,Water Street Solar,Solar Photovoltaic,ME,ME,44.2424,-69.7543,5.0,0.0,Maine,187,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66136,"AES Daigle Solar, LLC",Solar Photovoltaic,ME,ME,47.2779,-68.5713,5.0,0.0,Maine,189,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66876,Cenergy - Waterville (CSG),Solar Photovoltaic,ME,ME,44.538719,-69.668883,5.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66878,Cenergy - Wiscasset (CSG),Solar Photovoltaic,ME,ME,43.964548,-69.704763,5.0,0.0,Maine,17,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66962,ME Novel Lighthouse - Carrabassett,Solar Photovoltaic,ME,ME,45.101453,-70.341231,5.0,0.0,Maine,141,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67061,Fort Fairfield,Solar Photovoltaic,ME,ME,46.773222,-67.850833,5.0,0.0,Maine,189,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67194,ME - EDFR - Phase I - Bristol,Solar Photovoltaic,ME,ME,43.965641,-69.518107,5.0,0.0,Maine,245,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67286,Athens AT01,Solar Photovoltaic,ME,ME,44.9485,-69.6523,5.0,0.0,Maine,53,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67333,Standish,Solar Photovoltaic,ME,ME,43.7511,-70.5466,5.0,0.0,Maine,145,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67336,Town House,Solar Photovoltaic,ME,ME,44.28,-69.74456,5.0,0.0,Maine,187,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67349,ME-EDFR-Phase I-Woolwich,Solar Photovoltaic,ME,ME,43.93795,-69.784175,5.0,0.0,Maine,17,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67350,ME-EDFR-Phase I-Embden,Solar Photovoltaic,ME,ME,44.949,-69.879131,5.0,0.0,Maine,141,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67375,"BWC Beech Ridge Brook, LLC",Solar Photovoltaic,ME,ME,43.614962,-70.408017,5.0,0.0,Maine,145,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67400,North Bridgton,Solar Photovoltaic,ME,ME,44.1012,-70.70577,5.0,0.0,Maine,215,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67438,Oakland,Solar Photovoltaic,ME,ME,44.57221,-69.6917,5.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67448,Quarry,Solar Photovoltaic,ME,ME,43.33777,-70.73331,5.0,0.0,Maine,145,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67449,Ryans Ranch,Solar Photovoltaic,ME,ME,44.179791,-70.514579,5.0,0.0,Maine,207,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67453,Shaker,Solar Photovoltaic,ME,ME,43.89492,-70.34346,5.0,0.0,Maine,63,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
68625,Bates College Skowhegan,Solar Photovoltaic,ME,ME,44.75753,-69.63688,5.0,0.0,Maine,174,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
10526,Dodge Falls Associates,Conventional Hydroelectric,NH,NH,44.2081,-72.0581,5.0,0.0,NNE,132,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
3739,Marshfield 6,Conventional Hydroelectric,VT,VT,44.3606,-72.3356,5.0,0.0,NNE,181,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
6520,Waterbury 22,Conventional Hydroelectric,VT,VT,44.38126,-72.76769,5.0,0.0,NNE,181,Hydro,0,1,0,0,7.5,0.0,0.7,0.65,0.04,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0
60874,GMP Solar - Hartford,Solar Photovoltaic,VT,VT,43.632074,-72.418566,5.0,0.0,NNE,1,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
60877,GMP Solar - Williamstown,Solar Photovoltaic,VT,VT,44.136051,-72.510509,5.0,0.0,NNE,139,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
61124,Elizabeth Mines Solar 1,Solar Photovoltaic,VT,VT,43.823611,-72.33111,5.0,0.0,NNE,2,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62381,GMP Solar/Storage-Milton Hybrid,Solar Photovoltaic,VT,VT,44.392141,-73.10233,5.0,0.0,NNE,3,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62382,GMP Solar/Storage-Ferrisburgh Hybrid,Solar Photovoltaic,VT,VT,44.133411,-73.144064,5.0,0.0,NNE,30,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66166,South Street - Middlebury,Solar Photovoltaic,VT,VT,43.986404,-73.174874,5.0,0.0,NNE,40,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
69002,Brattleboro (Windham Landfill),Solar Photovoltaic,VT,VT,42.89335,-72.54054,5.0,0.0,NNE,43,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58554,"Somers Solar Center, LLC",Solar Photovoltaic,CT,CT,41.955,-72.445833,5.0,0.0,ROP,198,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
60700,Wind Colebrook South,Onshore Wind Turbine,CT,CT,41.961067,-73.140779,5.0,0.0,ROP,228,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63302,South Windsor Fuel Cell,Other Natural Gas,CT,CT,41.815417,-72.614377,5.0,0.0,ROP,196,NGCT,1,0,0,0,58.0,0.59,0.86,1.0,0.08,0.12,1.0,1.0,1,1,1,8.0,0.06,0.06,0.09
65667,East Windsor Solar One,Solar Photovoltaic,CT,CT,41.89,-72.518,5.0,0.0,ROP,199,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58276,Mass Midstate Solar 2,Solar Photovoltaic,MA,WCMA,42.170417,-72.200145,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
58279,Mass Midstate Solar 1,Solar Photovoltaic,MA,WCMA,42.219722,-71.878333,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
59781,Upper Blackstone (MA) Treasure Valley,Solar Photovoltaic,MA,WCMA,42.332831,-71.987633,5.0,0.0,ROP,250,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62059,East Longmeadow Solar PV,Solar Photovoltaic,MA,WCMA,42.046767,-72.459123,5.0,0.0,ROP,179,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62082,Southwick Solar PV,Solar Photovoltaic,MA,WCMA,42.05,-72.75,5.0,0.0,ROP,200,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62583,Tanglewood Circle Solar 1 LLC,Solar Photovoltaic,MA,WCMA,42.252046,-73.109957,5.0,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62652,Happy Hollow CSG Hybrid,Solar Photovoltaic,MA,WCMA,42.606995,-72.045291,5.0,0.0,ROP,176,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62897,Holiday Hill Community Wind,Onshore Wind Turbine,MA,WCMA,42.212535,-72.871262,5.0,0.0,ROP,249,WindOn,0,1,1,0,3.0,0.0,0.18,1.0,0.05,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62969,Syncarpha Puddon I Hybrid CSG,Solar Photovoltaic,MA,WCMA,42.139492,-71.633132,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62970,Syncarpha Puddon II Hybrid CSG,Solar Photovoltaic,MA,WCMA,42.133867,-71.631045,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62974,Syncarpha Millbury Hybrid (CSG),Solar Photovoltaic,MA,WCMA,42.175203,-71.793031,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62977,Syncarpha Northbridge I Hybrid(CSG),Solar Photovoltaic,MA,WCMA,42.11239,-71.648261,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
62978,Syncarpha Northbridge II Hybrid CSG,Solar Photovoltaic,MA,WCMA,42.115652,-71.644047,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63047,W. Orange Rd Solar LLC,Solar Photovoltaic,MA,WCMA,42.6026,-72.3418,5.0,0.0,ROP,146,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63048,Wilbur Woods Solar LLC,Solar Photovoltaic,MA,WCMA,42.6113,-72.3452,5.0,0.0,ROP,146,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63131,West Street Solar 1 LLC,Solar Photovoltaic,MA,WCMA,42.595,-72.0446,5.0,0.0,ROP,176,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
63805,Williamsville Hybrid CSG,Solar Photovoltaic,MA,WCMA,42.469505,-72.069781,5.0,0.0,ROP,176,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64014,28 Livermore Hill Road Solar,Solar Photovoltaic,MA,WCMA,42.55151,-71.951107,5.0,0.0,ROP,176,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64129,East Brookfield Adams Road Solar LLC CSG,Solar Photovoltaic,MA,WCMA,42.196032,-72.03084,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64432,Breckenridge Solar,Solar Photovoltaic,MA,WCMA,42.17406,-72.315802,5.0,0.0,ROP,200,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64664,"Clark Road Solar 1, LLC",Solar Photovoltaic,MA,WCMA,42.59613,-72.020244,5.0,0.0,ROP,176,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
64726,West Haydenville PJ Community Solar,Solar Photovoltaic,MA,WCMA,42.3831,-72.7111,5.0,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65015,ASD Wallum MA Solar LLC(CSG),Solar Photovoltaic,MA,WCMA,42.011623,-71.760489,5.0,0.0,ROP,24,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65175,"ENGIE 2019 ProjectCo-MA1, LLC",Solar Photovoltaic,MA,WCMA,42.041614,-72.653224,5.0,0.0,ROP,179,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
65717,Settlers Solar,Solar Photovoltaic,MA,WCMA,42.60734,-71.76125,5.0,0.0,ROP,176,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66180,Huxley Solar,Solar Photovoltaic,MA,WCMA,42.197564,-72.48015,5.0,0.0,ROP,200,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66181,"Beacon Solar, LLC",Solar Photovoltaic,MA,WCMA,42.284,-72.677,5.0,0.0,ROP,249,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
66585,French King Solar LLC,Solar Photovoltaic,MA,WCMA,42.5945,-72.4895,5.0,0.0,ROP,146,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
67477,Pulpit Hill,Solar Photovoltaic,MA,WCMA,42.410571,-72.531168,5.0,0.0,ROP,98,SolarPV,0,1,1,0,2.0,0.0,0.26,1.0,0.03,0.0,1.0,1.0,0,1,1,0.0,0.0,0.0,0.0
