HourIndex,TimestampUTC,Load_50Hertz_MW,Load_Amprion_MW,Load_TenneT_MW,Load_TransnetBW_MW,Share_50Hertz,Share_Amprion,Share_TenneT,Share_TransnetBW,SourceDataset,Notes
3508,2025-05-27 04:00:00,9082.74,15418.25,12926.63,5275.25,0.2126962426647202,0.3610588702820209,0.30271103558144924,0.12353385147180976,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3509,2025-05-27 05:00:00,9571.08,16335.75,13528.84,5808.75,0.21154166635355257,0.36105557326185195,0.2990167627300781,0.12838599765451741,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3510,2025-05-27 06:00:00,11219.6,19212.25,15755.1,6716.75,0.21207590395378775,0.3631551290363434,0.2978071477042249,0.12696181930564404,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3511,2025-05-27 07:00:00,12302.83,20468.75,17311.12,7462.5,0.21379420003753571,0.3556986507997192,0.30082648074904594,0.12968066841369916,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3512,2025-05-27 08:00:00,12800.43,20702.0,18254.3,7880.25,0.2146391383332959,0.34713360736911897,0.306090281566907,0.13213697273067818,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3513,2025-05-27 09:00:00,13170.54,21251.75,18588.27,7798.25,0.21658933960391596,0.3494847210461774,0.305683831010671,0.12824210833923572,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3514,2025-05-27 10:00:00,13123.8,21186.5,18648.13,7609.0,0.2166808134338868,0.3498002144056632,0.30789039587778444,0.12562857628266544,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3515,2025-05-27 11:00:00,13377.47,21197.0,18694.98,7459.0,0.2202834091764239,0.3490456285316026,0.307845499102974,0.12282546318899956,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3516,2025-05-27 12:00:00,13441.21,21176.25,18504.99,7360.25,0.22223230775081138,0.35012077833826866,0.3059550912905674,0.12169182262035261,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3517,2025-05-27 13:00:00,13369.05,20882.75,18181.27,7456.75,0.22322741995217213,0.34868613731014714,0.3035786382393535,0.12450780449832707,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3518,2025-05-27 14:00:00,13250.17,20300.0,17690.88,7313.0,0.22628955640130785,0.3466882307884766,0.30212905853651456,0.12489315427370096,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3519,2025-05-27 15:00:00,13230.22,20812.0,17446.86,7032.25,0.2260751763502299,0.3556310152212877,0.29812822094097996,0.12016558748750242,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3520,2025-05-27 16:00:00,12783.04,20257.0,17430.22,6817.0,0.22313931579202775,0.35360392520082123,0.30425996984320774,0.11899678916394325,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3521,2025-05-27 17:00:00,12706.73,20518.0,17230.22,6864.5,0.22168269234963,0.3579587731564068,0.3005998836346127,0.11975865085935054,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3522,2025-05-27 18:00:00,12794.17,20451.5,17308.44,6907.0,0.22265789853346027,0.35591898590194304,0.30122007737059026,0.12020303819400635,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3523,2025-05-27 19:00:00,12123.43,19465.0,17138.22,6972.0,0.2176611102782563,0.3494698704546699,0.30769542888382395,0.12517359038324985,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3524,2025-05-27 20:00:00,11696.69,19241.25,16341.39,6787.25,0.21633863284861,0.3558806567754054,0.302245675609591,0.12553503476639358,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3525,2025-05-27 21:00:00,11428.7,18686.25,15640.65,6549.75,0.21849963722640228,0.3572531299379509,0.2990258166707612,0.12522141616488563,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3526,2025-05-27 22:00:00,10698.9,18022.5,14688.06,6134.25,0.21594870468925317,0.36376968943181687,0.29646669577227863,0.12381491010665129,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3527,2025-05-27 23:00:00,9876.85,16989.0,13661.84,5660.25,0.21384045272423927,0.3678232889364626,0.2957880347120915,0.12254822362720658,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3528,2025-05-28 00:00:00,9198.73,15753.25,12722.56,5316.25,0.21396978283022944,0.36643313602750727,0.29593687392113516,0.12366020722112805,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3529,2025-05-28 01:00:00,9122.37,15395.75,12224.94,5046.25,0.21829434369698852,0.3684135966829794,0.29253749344030805,0.12075456617972394,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3530,2025-05-28 02:00:00,9184.54,15165.75,12447.25,4933.0,0.2200915684292607,0.3634208903119873,0.29827675366769757,0.11821078759105441,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3531,2025-05-28 03:00:00,9252.94,15337.75,12669.23,4922.25,0.21935666183129035,0.36360741991225204,0.30034561996217835,0.11669029829427932,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3532,2025-05-28 04:00:00,10024.54,15369.0,13007.59,5000.75,0.23097017917196214,0.35410908467559465,0.2997010728567518,0.11521966329569133,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3533,2025-05-28 05:00:00,11187.93,16832.25,13593.92,5511.5,0.23740663248849883,0.35717847624221233,0.2884614731695724,0.1169534180997165,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3534,2025-05-28 06:00:00,12299.18,18690.75,15602.25,6551.5,0.23143259932319327,0.3517022155785975,0.2935861799559233,0.12327900514228597,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3535,2025-05-28 07:00:00,12874.43,20273.0,17306.25,7332.25,0.22279523752581296,0.3508293454825422,0.29948899325493245,0.12688642373671238,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3536,2025-05-28 08:00:00,13321.78,21415.75,18239.19,7777.75,0.21927242555156848,0.3524966969508581,0.3002114906113081,0.12801938688626532,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3537,2025-05-28 09:00:00,13297.55,22348.5,18452.05,7960.0,0.21427581572751983,0.36012220805986644,0.29733507793503183,0.1282668982775818,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3538,2025-05-28 10:00:00,13141.7,22460.25,18918.2,8140.25,0.20972895161856614,0.35844408908976005,0.3019163618489509,0.129910597442723,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3539,2025-05-28 11:00:00,13165.33,22888.5,19414.31,8231.0,0.2066798704032739,0.3593219625885059,0.30478135183614724,0.12921681517207298,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3540,2025-05-28 12:00:00,13008.88,22160.0,18904.61,8101.25,0.20923095134776598,0.35641483985296923,0.30405611668018234,0.13029809211908244,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3541,2025-05-28 13:00:00,12437.17,20991.5,18326.7,7993.5,0.2081574095041463,0.35132882010990335,0.3067288134486895,0.13378495693726092,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3542,2025-05-28 14:00:00,12219.12,20706.25,17975.68,7740.25,0.2083705511303467,0.35310011885821085,0.3065361784271495,0.13199315158429298,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3543,2025-05-28 15:00:00,12094.4,20284.0,17332.46,7393.0,0.21179654054909772,0.3552124147124205,0.3035251907664385,0.12946585397204322,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3544,2025-05-28 16:00:00,11872.02,19676.75,17158.7,7230.75,0.2122344972721692,0.3517586008278418,0.3067437612423134,0.12926314065767555,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3545,2025-05-28 17:00:00,12055.1,19391.5,17192.57,7079.0,0.2163585056723866,0.34802830028337256,0.3085630773587862,0.12705011668545468,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3546,2025-05-28 18:00:00,12324.88,19643.25,16935.82,7045.75,0.22028500599645753,0.35108767339235064,0.3026972441317827,0.12593007647940918,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3547,2025-05-28 19:00:00,12468.49,19432.0,16639.62,6940.75,0.22473498067621878,0.35024691398078545,0.2999164036029722,0.1251017017400235,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3548,2025-05-28 20:00:00,11929.7,19085.75,15868.5,6624.5,0.22294983315719297,0.3566866541639685,0.2965606366844863,0.1238028759943523,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3549,2025-05-28 21:00:00,11442.95,18114.75,14947.56,6372.75,0.2249095434353663,0.3560428169262123,0.29379215106880163,0.12525548856961977,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3550,2025-05-28 22:00:00,11138.5,17554.75,14132.43,5948.0,0.22837112147371286,0.3599226057988653,0.2897552532431426,0.12195101948427922,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3551,2025-05-28 23:00:00,10549.23,16635.25,12994.32,5472.25,0.23108406049806082,0.36440016166112277,0.284644493390623,0.11987128445019336,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3552,2025-05-29 00:00:00,10243.83,15281.25,12118.81,5078.25,0.2397780167379256,0.3576892449675976,0.2836657995128521,0.1188669387816247,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3553,2025-05-29 01:00:00,9803.35,14655.25,11554.44,4775.0,0.24034864141547377,0.3593026289078857,0.2832800987740524,0.11706863090258811,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3554,2025-05-29 02:00:00,9217.86,14711.0,11167.19,4598.0,0.23222271347972806,0.3706097009501424,0.28133158496046634,0.11583600060966315,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3555,2025-05-29 03:00:00,9204.11,14492.0,10991.07,4529.25,0.23470035390778815,0.3695389916930225,0.28026696973691895,0.11549368466227038,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3556,2025-05-29 04:00:00,9370.82,14282.0,10958.05,4503.0,0.23957792977273792,0.36513901590407705,0.28015765251559105,0.11512540180759409,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3557,2025-05-29 05:00:00,8912.86,13834.25,10767.66,4411.75,0.23500336967377972,0.36476454997716634,0.2839084629963413,0.11632361735271254,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3558,2025-05-29 06:00:00,8815.85,14006.25,10858.01,4321.5,0.23198622374157307,0.3685699105906302,0.2857249995460719,0.11371886612172484,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3559,2025-05-29 07:00:00,9348.7,14539.75,11648.02,4540.75,0.23326717771342426,0.3627933773849583,0.29063942059853454,0.11330002430308289,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3560,2025-05-29 08:00:00,10130.7,15280.5,12653.36,4889.75,0.23584827692494656,0.35573845791027725,0.29457719143899647,0.1138360737257798,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3561,2025-05-29 09:00:00,10587.29,16294.25,13664.03,5198.5,0.231446174334728,0.3562046402954525,0.2987060399304216,0.11364314543939794,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3562,2025-05-29 10:00:00,10657.21,17011.75,14008.65,5299.75,0.22685842712319293,0.3621265647963189,0.2982000265659884,0.11281498151449974,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3563,2025-05-29 11:00:00,10625.15,17549.75,14156.43,5269.75,0.22321237249238882,0.3686838617947324,0.2973972439280789,0.11070652178479984,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3564,2025-05-29 12:00:00,10230.52,17896.25,13695.9,5133.75,0.21787265724260924,0.3811246683627074,0.2916725764016933,0.1093300979929901,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3565,2025-05-29 13:00:00,9732.04,17279.75,13262.19,4921.0,0.21533453494171256,0.38233781716464965,0.2934438736337531,0.1088837742598846,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3566,2025-05-29 14:00:00,9685.41,16948.5,13244.18,4776.5,0.21689618021350102,0.3795466490678786,0.2965916829602511,0.10696548775836931,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3567,2025-05-29 15:00:00,9702.96,16626.0,13191.08,4704.25,0.21940340930289665,0.3759472452808174,0.2982768067050935,0.10637253871119243,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3568,2025-05-29 16:00:00,9581.5,15938.0,13360.23,4748.25,0.21961823582022363,0.36531601967361316,0.30623077208708727,0.10883497241907603,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3569,2025-05-29 17:00:00,9742.46,16099.5,13789.63,4928.25,0.21863767912990711,0.36130066894315604,0.309463184787019,0.11059846713991793,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3570,2025-05-29 18:00:00,9740.78,16381.25,13962.33,4996.25,0.21607471593662997,0.363376848716111,0.30971918969153256,0.11082924565572648,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3571,2025-05-29 19:00:00,9556.7,16782.75,13983.8,5062.5,0.2105660917799089,0.3697801622756041,0.3081099243705348,0.11154382157395218,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3572,2025-05-29 20:00:00,9244.45,16556.75,13579.96,5089.0,0.20787984572126567,0.37231145559179457,0.3053724115226929,0.11443628716424675,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3573,2025-05-29 21:00:00,9088.95,16259.0,13270.08,5129.0,0.207761532611471,0.3716595160860063,0.3033367065147051,0.1172422447878176,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3574,2025-05-29 22:00:00,8972.19,16125.5,12911.15,5022.25,0.2085048275560763,0.3747406816792231,0.3000423647181607,0.11671212604653983,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3575,2025-05-29 23:00:00,8750.7,15492.0,12225.08,4682.25,0.21265355092086205,0.3764760317307181,0.29708556713081374,0.11378485021760616,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3576,2025-05-30 00:00:00,8537.2,13673.25,11716.21,4483.75,0.22226266264796443,0.35597771541621137,0.30502694451842605,0.11673267741739804,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3577,2025-05-30 01:00:00,8457.09,13453.75,11204.02,4263.5,0.22625631515133354,0.35993419721999576,0.2997461632880629,0.11406332434060777,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3578,2025-05-30 02:00:00,8407.97,13188.25,10955.37,4154.75,0.22906042934272386,0.3592907928167177,0.29845988458669537,0.11318889325386294,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3579,2025-05-30 03:00:00,8534.79,13192.5,10960.61,4161.5,0.23161272639445962,0.35801125662833044,0.2974433776397988,0.11293263933741118,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3580,2025-05-30 04:00:00,8846.82,13685.5,11290.71,4295.5,0.23208712403127824,0.35902486271112766,0.29620003709481973,0.11268797616277439,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3581,2025-05-30 05:00:00,9291.95,14417.5,11878.4,4580.0,0.23132803971335286,0.35893133438807406,0.2957190887737332,0.1140215371248399,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3582,2025-05-30 06:00:00,9973.95,16076.25,13117.09,5049.25,0.22557056703215586,0.3635800087478577,0.2966557310906733,0.11419369312931314,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3583,2025-05-30 07:00:00,10761.49,17279.25,14380.63,5520.5,0.2244695503116587,0.36042085967860665,0.29995972205506377,0.11514986795467094,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3584,2025-05-30 08:00:00,11613.94,18636.75,15344.27,5905.0,0.22551357321442578,0.36187892184770626,0.29794722170657995,0.11466028323128793,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3585,2025-05-30 09:00:00,11952.56,19114.25,15907.17,5969.5,0.22576075467649653,0.36103123557423883,0.3004556935056026,0.11275231624366212,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3586,2025-05-30 10:00:00,12233.02,19373.0,16166.34,5931.0,0.22778872681336884,0.3607409294316035,0.3010303265940902,0.11044001716093742,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3587,2025-05-30 11:00:00,11401.86,19565.5,15989.69,5803.5,0.21610578358261998,0.37083578544954515,0.30306147301345415,0.10999695795438068,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3588,2025-05-30 12:00:00,11423.19,19703.75,15711.96,5650.25,0.21762954820186647,0.37538710381097806,0.299337291611695,0.10764605637546044,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3589,2025-05-30 13:00:00,11064.04,18874.75,15313.26,5471.75,0.21812324786392187,0.3721083593894779,0.30189496843690733,0.10787342430969288,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3590,2025-05-30 14:00:00,10561.01,18249.75,14886.91,5302.75,0.21552896893536833,0.3724406852022901,0.303811885694041,0.1082184601683006,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3591,2025-05-30 15:00:00,10700.78,18144.5,14643.52,5272.0,0.21945456186116716,0.3721124345785959,0.3003133664747092,0.10811963708552771,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3592,2025-05-30 16:00:00,10928.29,18253.75,14636.88,5417.0,0.22195766830395372,0.3707405081493349,0.2972805220253831,0.11002130152132833,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3593,2025-05-30 17:00:00,12073.78,18515.75,14974.52,5653.25,0.2357363625181335,0.3615135901345834,0.2923723038895061,0.11037774345777696,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3594,2025-05-30 18:00:00,12303.38,18343.0,14774.59,5788.0,0.24025829849731403,0.35819896397057,0.28851566434552384,0.11302707318659211,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3595,2025-05-30 19:00:00,12224.44,18912.0,14667.18,5830.25,0.23675234879740759,0.3662712091888522,0.2840612179563531,0.11291522405738713,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3596,2025-05-30 20:00:00,11771.22,18153.0,14319.08,5779.0,0.23531944752640319,0.3628981474262479,0.2862539307468869,0.11552847430046198,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3597,2025-05-30 21:00:00,11513.19,17508.25,13828.64,5674.0,0.23726755870487395,0.360815702224545,0.28498510430285334,0.1169316347677277,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3598,2025-05-30 22:00:00,10902.45,16930.75,13324.35,5449.0,0.23392527445176697,0.3632697550022475,0.28589007339097183,0.11691489715501362,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3599,2025-05-30 23:00:00,10014.2,15748.25,12327.86,5035.25,0.23221031796456676,0.3651720696496463,0.2858597082565421,0.11675790412924493,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3600,2025-05-31 00:00:00,9311.0,14752.5,11514.61,4678.0,0.23129408181764208,0.36646610911983296,0.28603384678748145,0.11620596227504347,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
3601,2025-05-31 01:00:00,8912.0,14095.75,10941.01,4411.0,0.2323267924512562,0.3674618923580335,0.2852210232806462,0.11499029191006409,load_50Hertz_hourly.csv;load_Amprion_hourly.csv;load_TenneT_hourly.csv;load_TransnetBW_hourly.csv,built_from_separate_smard_control_area_files
