From_zone,To_zone,from_bus,to_bus,X,Capacity (MW),Loss (%)
TransnetBW,TransnetBW,B221,B58,1.236137811634349e-05,1698.103,0.0
Amprion,Amprion,B508,B175,3.919286703601108e-06,3396.205,0.0
Amprion,Amprion,B434,B61,2.2563429752066118e-05,491.556,0.0
Amprion,Amprion,B435,B62,6.182146814404432e-06,1698.103,0.0
Amprion,Amprion,B494,B60,9.167299168975069e-06,3396.205,0.0
Amprion,Amprion,B65,B447,2.14590027700831e-06,5094.308,0.0
TenneT,TenneT,B134,B785,9.143530991735536e-05,983.112,0.0
Amprion,Amprion,B694,B184,3.88107438016529e-06,1966.224,0.0
Amprion,Amprion,B781,B67,3.062644628099174e-06,1474.668,0.0
TenneT,TenneT,B69,B767,1.2264674515235456e-05,3396.205,0.0
TenneT,TenneT,B742,B261,7.489921487603307e-05,983.112,0.0
Amprion,Amprion,B350,B128,4.287128099173553e-06,1966.224,0.0
Amprion,Amprion,B146,B338,1.171404432132964e-05,3396.205,0.0
TenneT,TenneT,B42,B41,2.268448753462604e-06,3396.205,0.0
50Hertz,50Hertz,B657,B256,0.0004890843181818182,491.556,0.0
Amprion,Amprion,B304,B214,7.3133864265927975e-06,1698.103,0.0
50Hertz,50Hertz,B758,B192,1.6441570247933886e-05,491.556,0.0
Amprion,Amprion,B212,B776,5.011487603305785e-06,983.112,0.0
TenneT,TenneT,B71,B747,5.0039265927977835e-06,3396.205,0.0
TenneT,TenneT,B558,B73,2.9593317174515235e-05,3396.205,0.0
50Hertz,TenneT,B201,B284,4.410586565096953e-05,3396.205,0.0
Amprion,Amprion,B412,B617,1.3056350415512465e-05,3396.205,0.0
Amprion,Amprion,B263,B376,3.2942623966942145e-05,983.112,0.0
Amprion,Amprion,B265,B74,9.032790858725761e-06,3396.205,0.0
TenneT,TenneT,B570,B606,0.00015030223140495867,983.112,0.0
TenneT,TenneT,B75,B243,1.768809917355372e-05,491.556,0.0
TenneT,TenneT,B243,B75,1.7720619834710745e-05,491.556,0.0
Amprion,Amprion,B86,B478,2.9953388429752063e-05,983.112,0.0
TenneT,TenneT,B73,B76,4.828905817174515e-06,1698.103,0.0
TenneT,TenneT,B131,B77,4.406108033240997e-06,1698.103,0.0
TenneT,TenneT,B77,B131,4.543282548476454e-06,1698.103,0.0
TenneT,TenneT,B319,B80,8.645041551246536e-06,3396.205,0.0
Amprion,Amprion,B194,B81,2.8694667590027702e-06,3396.205,0.0
TransnetBW,TransnetBW,B377,B388,3.7007210743801655e-05,983.112,0.0
TenneT,TenneT,B324,B790,5.507892561983471e-06,983.112,0.0
TenneT,TransnetBW,B481,B268,0.0006919718181818182,491.556,0.0
50Hertz,50Hertz,B83,B770,1.4375214681440445e-05,3396.205,0.0
50Hertz,50Hertz,B84,B83,7.895997229916897e-06,3396.205,0.0
50Hertz,50Hertz,B85,B84,9.03337950138504e-06,3396.205,0.0
TransnetBW,TransnetBW,B293,B322,1.1456156509695291e-05,1698.103,0.0
TransnetBW,TransnetBW,B87,B527,1.650571329639889e-05,1698.103,0.0
TransnetBW,TransnetBW,B400,B89,3.9773347107438014e-05,491.556,0.0
TransnetBW,TransnetBW,B392,B90,2.490780991735537e-05,491.556,0.0
TransnetBW,TransnetBW,B417,B392,1.0051756198347107e-05,983.112,0.0
TenneT,Amprion,B91,B407,8.343760330578511e-06,983.112,0.0
TenneT,TenneT,B93,B747,5.655993074792244e-05,1698.103,0.0
TransnetBW,TransnetBW,B94,B269,7.903157894736842e-06,1698.103,0.0
Amprion,Amprion,B95,B670,1.0626765927977839e-05,3396.205,0.0
50Hertz,50Hertz,B201,B366,6.139951523545706e-06,1698.103,0.0
TenneT,TenneT,B465,B646,2.4623213296398892e-05,3396.205,0.0
Amprion,Amprion,B375,B97,8.95174515235457e-06,1698.103,0.0
TenneT,TenneT,B98,B452,4.504524930747922e-05,3396.205,0.0
TenneT,TenneT,B465,B98,1.630207756232687e-06,3396.205,0.0
Amprion,Amprion,B101,B639,9.941481994459834e-06,3396.205,0.0
Amprion,Amprion,B346,B164,9.034173553719007e-06,983.112,0.0
Amprion,Amprion,B102,B103,7.658966942148761e-06,983.112,0.0
TransnetBW,TransnetBW,B104,B386,8.550000000000001e-06,1966.224,0.0
TransnetBW,TransnetBW,B104,B369,2.3918305785123964e-05,983.112,0.0
TransnetBW,TransnetBW,B402,B107,4.05948347107438e-05,491.556,0.0
TransnetBW,TransnetBW,B202,B108,8.51701652892562e-05,983.112,0.0
Amprion,Amprion,B310,B109,7.789598337950139e-06,1698.103,0.0
50Hertz,50Hertz,B755,B110,3.289164819944598e-05,3396.205,0.0
50Hertz,50Hertz,B110,B676,6.442880886426592e-06,3396.205,0.0
50Hertz,50Hertz,B228,B403,1.477191135734072e-05,3396.205,0.0
50Hertz,50Hertz,B228,B762,3.899362880886427e-06,3396.205,0.0
50Hertz,50Hertz,B704,B654,2.968427977839335e-06,3396.205,0.0
Amprion,Amprion,B111,B174,2.4879896694214872e-05,983.112,0.0
Amprion,Amprion,B666,B347,1.761198347107438e-05,983.112,0.0
TenneT,TenneT,B540,B143,5.125512465373961e-06,5094.308,0.0
50Hertz,50Hertz,B305,B628,0.00019013144628099175,983.112,0.0
TransnetBW,TransnetBW,B246,B364,5.221883656509695e-06,3396.205,0.0
Amprion,Amprion,B113,B446,1.3674690082644628e-05,983.112,0.0
50Hertz,50Hertz,B110,B636,3.865191828254848e-05,3396.205,0.0
TransnetBW,TransnetBW,B114,B115,1.832383656509695e-05,3396.205,0.0
TenneT,TenneT,B675,B182,2.1754916897506927e-06,6792.41,0.0
TransnetBW,TransnetBW,B652,B510,7.920411157024794e-05,491.556,0.0
TransnetBW,TransnetBW,B118,B510,4.2161384297520664e-05,983.112,0.0
Amprion,Amprion,B670,B112,2.3511613573407203e-05,3396.205,0.0
Amprion,Amprion,B664,B451,2.6690909090909092e-05,1474.668,0.0
TenneT,Amprion,B656,B393,9.786440443213296e-06,3396.205,0.0
TransnetBW,TransnetBW,B1,B106,1.1344028925619834e-05,983.112,0.0
TenneT,TenneT,B708,B261,0.00018573278925619832,983.112,0.0
Amprion,Amprion,B123,B643,1.1904459833795014e-05,1698.103,0.0
TenneT,TenneT,B127,B283,4.871514462809918e-05,983.112,0.0
Amprion,Amprion,B296,B128,1.659710743801653e-05,491.556,0.0
TenneT,TenneT,B567,B177,2.5772107438016532e-05,983.112,0.0
TenneT,TenneT,B765,B567,2.099464876033058e-05,983.112,0.0
TenneT,TenneT,B785,B551,0.00010555553719008265,983.112,0.0
TenneT,TenneT,B177,B544,4.201570247933884e-06,983.112,0.0
TenneT,TenneT,B606,B173,0.0001264796487603306,491.556,0.0
TenneT,TenneT,B134,B430,2.9424028925619835e-05,983.112,0.0
TenneT,TenneT,B544,B324,5.956528925619834e-06,983.112,0.0
Amprion,Amprion,B398,B135,1.1671080332409972e-05,1698.103,0.0
Amprion,Amprion,B667,B136,8.488753462603878e-06,3396.205,0.0
Amprion,Amprion,B469,B138,5.3739669421487604e-06,983.112,0.0
Amprion,Amprion,B470,B138,1.5175495867768595e-05,983.112,0.0
Amprion,Amprion,B140,B743,3.680909090909091e-06,1474.668,0.0
Amprion,Amprion,B141,B142,9.850138504155124e-07,5094.308,0.0
50Hertz,50Hertz,B532,B178,1.8154120498614958e-05,3396.205,0.0
Amprion,Amprion,B787,B266,5.880502066115703e-05,491.556,0.0
TenneT,TenneT,B477,B143,1.4285886426592799e-05,3396.205,0.0
TenneT,TenneT,B547,B144,9.305545454545455e-05,983.112,0.0
TransnetBW,Amprion,B246,B480,1.6484646814404432e-05,3396.205,0.0
Amprion,Amprion,B493,B59,9.062314049586777e-06,983.112,0.0
Amprion,Amprion,B494,B411,2.482146814404432e-06,3396.205,0.0
Amprion,Amprion,B644,B146,1.2457458448753462e-05,3396.205,0.0
Amprion,Amprion,B502,B150,7.595330578512397e-06,983.112,0.0
Amprion,Amprion,B433,B557,3.712216066481994e-06,6792.41,0.0
Amprion,Amprion,B428,B153,1.1112728531855956e-05,1698.103,0.0
50Hertz,50Hertz,B233,B155,1.1901652892561983e-05,983.112,0.0
50Hertz,50Hertz,B158,B159,0.0002219493388429752,983.112,0.0
50Hertz,50Hertz,B179,B686,3.5931648199445986e-06,1698.103,0.0
TransnetBW,TransnetBW,B381,B160,2.404163223140496e-05,491.556,0.0
TenneT,TenneT,B521,B449,1.805280991735537e-05,983.112,0.0
Amprion,Amprion,B146,B644,1.2453095567867036e-05,3396.205,0.0
TransnetBW,TransnetBW,B21,B631,1.7712603305785123e-05,983.112,0.0
TenneT,TenneT,B144,B552,3.2327623966942145e-05,983.112,0.0
TransnetBW,TransnetBW,B683,B707,5.192984764542936e-05,1698.103,0.0
TenneT,TenneT,B778,B143,1.3428518005540168e-05,1698.103,0.0
TenneT,TenneT,B279,B476,2.7708337950138502e-05,3396.205,0.0
Amprion,Amprion,B274,B375,2.922695290858726e-05,3396.205,0.0
TransnetBW,TransnetBW,B169,B114,1.870775623268698e-06,1698.103,0.0
Amprion,Amprion,B585,B584,2.917873961218837e-06,3396.205,0.0
Amprion,Amprion,B236,B55,7.5e-06,983.112,0.0
Amprion,Amprion,B266,B442,1.486190082644628e-05,983.112,0.0
Amprion,Amprion,B174,B323,2.271869834710744e-05,983.112,0.0
TransnetBW,TransnetBW,B225,B679,5.329097107438017e-05,983.112,0.0
TenneT,TenneT,B177,B544,8.293243801652893e-06,491.556,0.0
50Hertz,50Hertz,B130,B750,3.2895429362880885e-06,3396.205,0.0
TenneT,TenneT,B295,B714,1.129542243767313e-05,3396.205,0.0
50Hertz,50Hertz,B178,B179,7.700837950138504e-06,3396.205,0.0
TransnetBW,TransnetBW,B520,B170,2.933193213296399e-05,3396.205,0.0
TransnetBW,TransnetBW,B457,B180,0.00015532909090909091,983.112,0.0
TransnetBW,TransnetBW,B635,B581,3.479326177285319e-05,3396.205,0.0
TransnetBW,TransnetBW,B133,B579,4.521849030470914e-06,1698.103,0.0
TenneT,TenneT,B730,B697,8.758704986149583e-06,3396.205,0.0
TenneT,TenneT,B731,B730,2.892887811634349e-06,1698.103,0.0
TenneT,TenneT,B591,B316,1.118775623268698e-05,3396.205,0.0
TenneT,TenneT,B733,B732,5.678019390581718e-06,1698.103,0.0
TenneT,TenneT,B181,B476,1.3347853185595568e-06,3396.205,0.0
TenneT,TenneT,B727,B182,2.631059556786704e-06,3396.205,0.0
Amprion,Amprion,B389,B183,1.5836191135734073e-05,3396.205,0.0
Amprion,Amprion,B184,B185,5.779200413223141e-05,983.112,0.0
50Hertz,50Hertz,B186,B233,1.778828512396694e-05,491.556,0.0
50Hertz,50Hertz,B187,B130,4.8865720221606655e-06,1698.103,0.0
TenneT,Amprion,B144,B354,4.816900826446281e-06,983.112,0.0
Amprion,Amprion,B434,B188,1.1940165289256197e-05,1966.224,0.0
TenneT,TenneT,B603,B615,4.9476246537396125e-06,3396.205,0.0
TenneT,TenneT,B475,B772,4.259030470914127e-06,3396.205,0.0
TransnetBW,TransnetBW,B381,B600,8.771838842975207e-06,983.112,0.0
TenneT,TenneT,B189,B181,1.141578947368421e-06,6792.41,0.0
Amprion,Amprion,B309,B190,2.6093559556786703e-06,1698.103,0.0
Amprion,Amprion,B109,B190,1.5741371191135734e-05,3396.205,0.0
Amprion,Amprion,B191,B427,2.657481404958678e-05,983.112,0.0
Amprion,Amprion,B129,B428,7.258150969529085e-06,3396.205,0.0
50Hertz,50Hertz,B192,B193,4.678311983471074e-05,983.112,0.0
TransnetBW,TransnetBW,B90,B120,1.8839214876033057e-05,983.112,0.0
Amprion,Amprion,B196,B627,3.0018441828254846e-05,3396.205,0.0
50Hertz,50Hertz,B161,B572,2.1168677285318562e-05,3396.205,0.0
Amprion,Amprion,B401,B199,1.4067943213296398e-05,1698.103,0.0
Amprion,Amprion,B232,B728,2.1838351800554017e-05,3396.205,0.0
Amprion,Amprion,B151,B622,1.4266714876033058e-05,491.556,0.0
Amprion,Amprion,B100,B99,1.9735734072022162e-06,1698.103,0.0
Amprion,Amprion,B196,B526,6.378157894736842e-06,3396.205,0.0
50Hertz,50Hertz,B770,B201,2.2027049861495843e-05,3396.205,0.0
TransnetBW,TransnetBW,B203,B204,2.6218421052631577e-06,1698.103,0.0
TransnetBW,TransnetBW,B203,B204,2.6161495844875345e-06,1698.103,0.0
50Hertz,50Hertz,B759,B5,3.349459833795014e-06,3396.205,0.0
50Hertz,50Hertz,B178,B607,5.450254155124654e-05,3396.205,0.0
Amprion,Amprion,B344,B205,4.530235457063712e-06,6792.41,0.0
Amprion,Amprion,B783,B207,8.146363636363637e-06,983.112,0.0
Amprion,Amprion,B784,B194,2.2507894736842107e-06,3396.205,0.0
Amprion,Amprion,B81,B494,3.814916897506925e-06,3396.205,0.0
Amprion,Amprion,B207,B542,4.8210185950413224e-05,491.556,0.0
Amprion,Amprion,B428,B196,2.304830332409972e-05,3396.205,0.0
TransnetBW,TransnetBW,B208,B431,1.0597029085872576e-05,1698.103,0.0
TransnetBW,TransnetBW,B180,B209,2.356873966942149e-05,491.556,0.0
TransnetBW,TransnetBW,B209,B700,5.686925619834711e-05,983.112,0.0
TransnetBW,TransnetBW,B364,B308,1.2233635734072022e-05,5094.308,0.0
TransnetBW,TransnetBW,B616,B210,2.2674445983379504e-06,1698.103,0.0
Amprion,Amprion,B135,B214,9.869861495844876e-06,3396.205,0.0
Amprion,Amprion,B472,B614,1.312119834710744e-05,1474.668,0.0
Amprion,Amprion,B217,B216,4.465256232686981e-06,1698.103,0.0
Amprion,Amprion,B320,B433,3.047264542936288e-06,3396.205,0.0
50Hertz,50Hertz,B651,B303,2.083836565096953e-06,3396.205,0.0
TransnetBW,TransnetBW,B203,B219,2.1296883656509695e-06,3396.205,0.0
TransnetBW,TransnetBW,B219,B220,2.5134189750692518e-05,3396.205,0.0
TransnetBW,TransnetBW,B115,B208,1.7209695290858726e-06,3396.205,0.0
TransnetBW,TransnetBW,B624,B202,4.749710743801653e-06,983.112,0.0
TransnetBW,TransnetBW,B26,B27,1.7857340720221605e-06,1698.103,0.0
TenneT,TenneT,B294,B223,2.2728448753462605e-05,3396.205,0.0
TenneT,TenneT,B733,B731,7.0013296398891955e-06,3396.205,0.0
Amprion,Amprion,B514,B255,3.0477839335180055e-06,3396.205,0.0
Amprion,Amprion,B60,B667,6.650013850415512e-06,3396.205,0.0
50Hertz,50Hertz,B671,B768,1.4355470914127423e-05,3396.205,0.0
Amprion,Amprion,B128,B423,3.3572107438016527e-06,1966.224,0.0
50Hertz,50Hertz,B636,B759,3.5496703601108034e-05,3396.205,0.0
TransnetBW,TransnetBW,B308,B370,5.3974307479224375e-06,5094.308,0.0
50Hertz,50Hertz,B437,B228,2.2303698060941828e-05,3396.205,0.0
50Hertz,50Hertz,B661,B303,2.156731301939058e-06,3396.205,0.0
50Hertz,50Hertz,B661,B574,8.776800554016621e-06,1698.103,0.0
Amprion,Amprion,B493,B145,3.441132231404959e-05,983.112,0.0
Amprion,Amprion,B467,B229,1.3964462809917355e-05,983.112,0.0
Amprion,Amprion,B557,B230,6.817612188365652e-05,1698.103,0.0
Amprion,Amprion,B302,B232,3.580976454293629e-06,3396.205,0.0
50Hertz,50Hertz,B673,B187,4.03106163434903e-05,3396.205,0.0
TenneT,TenneT,B591,B295,4.475124653739612e-06,3396.205,0.0
TenneT,TenneT,B543,B224,0.00012323320247933884,983.112,0.0
Amprion,Amprion,B237,B394,1.0347871900826446e-05,491.556,0.0
Amprion,Amprion,B239,B240,4.132407024793388e-05,491.556,0.0
Amprion,Amprion,B612,B241,1.1322119113573406e-05,1698.103,0.0
Amprion,Amprion,B152,B464,1.3792867036011082e-06,3396.205,0.0
TransnetBW,TransnetBW,B392,B417,9.731404958677686e-06,983.112,0.0
50Hertz,50Hertz,B242,B6,1.0478185595567867e-05,3396.205,0.0
TenneT,TenneT,B498,B243,0.00013526398760330577,983.112,0.0
TransnetBW,TransnetBW,B638,B621,1.7306329639889197e-05,3396.205,0.0
Amprion,Amprion,B64,B245,9.18483379501385e-07,5094.308,0.0
Amprion,Amprion,B166,B96,4.023789256198347e-05,1474.668,0.0
Amprion,Amprion,B746,B490,2.6442809917355372e-05,983.112,0.0
Amprion,Amprion,B491,B248,1.6921329639889198e-06,6792.41,0.0
50Hertz,50Hertz,B768,B673,6.555548476454294e-05,3396.205,0.0
50Hertz,50Hertz,B575,B165,7.9924173553719e-06,983.112,0.0
Amprion,Amprion,B142,B149,6.415020775623268e-06,3396.205,0.0
TenneT,TenneT,B283,B127,4.8952272727272726e-05,983.112,0.0
TenneT,TenneT,B380,B127,5.36123347107438e-05,491.556,0.0
Amprion,Amprion,B497,B687,4.809113573407203e-06,3396.205,0.0
Amprion,Amprion,B617,B199,3.53046052631579e-05,3396.205,0.0
Amprion,Amprion,B249,B250,2.2292285318559556e-05,1698.103,0.0
Amprion,Amprion,B250,B215,2.8104986149584486e-06,3396.205,0.0
Amprion,Amprion,B720,B251,8.298206371191136e-06,3396.205,0.0
Amprion,Amprion,B715,B720,5.33398891966759e-06,1698.103,0.0
Amprion,Amprion,B715,B720,5.364404432132964e-06,1698.103,0.0
Amprion,Amprion,B715,B720,5.351301939058172e-06,1698.103,0.0
Amprion,Amprion,B715,B720,5.37755540166205e-06,1698.103,0.0
Amprion,Amprion,B584,B715,4.791475069252078e-06,3396.205,0.0
Amprion,Amprion,B585,B252,1.1312991689750693e-05,3396.205,0.0
TenneT,TenneT,B578,B422,4.883756232686981e-05,3396.205,0.0
Amprion,Amprion,B728,B345,8.01626731301939e-06,3396.205,0.0
TenneT,TenneT,B181,B476,1.3388781163434903e-06,3396.205,0.0
TenneT,TenneT,B189,B729,4.133795013850416e-06,6792.41,0.0
TenneT,TenneT,B731,B730,2.889425207756233e-06,1698.103,0.0
TransnetBW,TransnetBW,B737,B706,3.368837257617729e-05,3396.205,0.0
TenneT,TenneT,B733,B732,5.704951523545707e-06,1698.103,0.0
Amprion,Amprion,B236,B712,5.213760330578512e-06,983.112,0.0
50Hertz,50Hertz,B256,B257,0.00011345909090909091,491.556,0.0
50Hertz,50Hertz,B721,B532,1.2219736842105264e-06,3396.205,0.0
TenneT,50Hertz,B655,B260,7.87601108033241e-06,3396.205,0.0
Amprion,Amprion,B471,B252,5.7560387811634354e-06,1698.103,0.0
TenneT,TenneT,B261,B82,1.6584380165289256e-05,1966.224,0.0
TenneT,TenneT,B82,B75,7.917396694214875e-06,1966.224,0.0
Amprion,Amprion,B263,B264,1.0835247933884297e-05,983.112,0.0
Amprion,Amprion,B264,B336,1.2222520661157025e-05,983.112,0.0
Amprion,Amprion,B267,B745,4.845227272727272e-06,983.112,0.0
Amprion,Amprion,B140,B267,4.107747933884297e-06,983.112,0.0
TransnetBW,TransnetBW,B419,B679,1.77824173553719e-05,983.112,0.0
TransnetBW,TransnetBW,B268,B488,6.5897520661157026e-06,1474.668,0.0
TenneT,TenneT,B779,B780,2.1769418282548478e-05,1698.103,0.0
TenneT,TenneT,B779,B780,2.1754660664819946e-05,1698.103,0.0
TransnetBW,TransnetBW,B270,B287,1.6736094182825483e-05,3396.205,0.0
50Hertz,50Hertz,B271,B158,4.752640495867769e-05,491.556,0.0
Amprion,Amprion,B183,B344,1.9856738227146813e-05,3396.205,0.0
50Hertz,50Hertz,B130,B242,2.1667728531855953e-06,1698.103,0.0
TransnetBW,TransnetBW,B79,B21,7.062978222483814e-05,1699.0,0.0
TransnetBW,TransnetBW,B94,B22,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B139,B138,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B49,B48,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B51,B50,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B53,B52,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B2,B55,1.177740700755717e-05,10189.0,0.0
Amprion,Amprion,B62,B61,3.532528701795702e-05,3397.0,0.0
50Hertz,50Hertz,B130,B233,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B123,B122,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B125,B124,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B141,B140,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B157,B156,3.532528701795702e-05,3397.0,0.0
50Hertz,50Hertz,B179,B159,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B11,B185,1.7665243633151774e-05,6793.0,0.0
50Hertz,50Hertz,B187,B186,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B129,B191,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B5,B192,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B194,B207,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B199,B96,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B214,B213,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B148,B147,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B232,B231,3.532528701795702e-05,3397.0,0.0
50Hertz,50Hertz,B242,B193,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B241,B240,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B252,B258,1.7665243633151774e-05,6793.0,0.0
50Hertz,50Hertz,B259,B260,6.711409395973154e-05,1788.0,0.0
Amprion,Amprion,B265,B263,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B273,B272,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B281,B280,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B284,B283,1.0095061832253723e-05,11887.0,0.0
50Hertz,50Hertz,B289,B288,1.4132610999882228e-05,8491.0,0.0
50Hertz,50Hertz,B292,B291,7.062978222483814e-05,1699.0,0.0
Amprion,Amprion,B302,B301,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B304,B229,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B306,B305,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B308,B307,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B311,B172,0.00024390243902439024,492.0,0.0
TenneT,TenneT,B312,B172,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B312,B311,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B314,B313,1.177740700755717e-05,10189.0,0.0
50Hertz,50Hertz,B318,B317,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B320,B151,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B322,B37,1.7665243633151774e-05,6793.0,0.0
TenneT,TenneT,B80,B324,7.062978222483814e-05,1699.0,0.0
TenneT,TenneT,B328,B327,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B331,B330,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B333,B332,1.177740700755717e-05,10189.0,0.0
Amprion,Amprion,B355,B354,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B358,B357,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B18,B363,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B370,B369,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B375,B374,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B74,B376,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B378,B377,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B382,B381,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B384,B383,1.4132610999882228e-05,8491.0,0.0
TransnetBW,TransnetBW,B200,B385,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B387,B106,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B391,B390,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B405,B113,3.532528701795702e-05,3397.0,0.0
50Hertz,50Hertz,B9,B406,1.7665243633151774e-05,6793.0,0.0
TransnetBW,TransnetBW,B410,B409,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B411,B59,7.062978222483814e-05,1699.0,0.0
TransnetBW,TransnetBW,B418,B417,6.100660904931367e-05,1967.0,0.0
TenneT,TenneT,B422,B421,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B424,B423,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B426,B425,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B428,B427,1.177740700755717e-05,10189.0,0.0
Amprion,Amprion,B433,B218,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B435,B434,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B437,B436,1.0095061832253723e-05,11887.0,0.0
TransnetBW,TransnetBW,B441,B440,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B443,B442,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B447,B446,7.062978222483814e-05,1699.0,0.0
TransnetBW,TransnetBW,B463,B462,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B28,B462,6.711409395973154e-05,1788.0,0.0
TransnetBW,TransnetBW,B28,B463,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B471,B470,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B473,B472,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B262,B474,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B479,B478,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B482,B481,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B491,B490,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B494,B493,7.85186154550808e-06,15283.0,0.0
Amprion,Amprion,B497,B496,3.487358326068003e-05,3441.0,0.0
TenneT,TenneT,B499,B498,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B504,B503,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B511,B510,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B512,B35,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B513,B197,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B516,B515,1.177740700755717e-05,10189.0,0.0
TenneT,TenneT,B522,B13,7.066305499941114e-06,16982.0,0.0
50Hertz,50Hertz,B531,B530,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B534,B533,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B540,B539,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B60,B542,1.177740700755717e-05,10189.0,0.0
TenneT,TenneT,B554,B553,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B557,B556,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B563,B562,0.00024390243902439024,492.0,0.0
Amprion,Amprion,B565,B564,7.062978222483814e-05,1699.0,0.0
TenneT,TenneT,B29,B571,3.3566433566433566e-05,3575.0,0.0
TenneT,TenneT,B578,B577,1.4132610999882228e-05,8491.0,0.0
TransnetBW,TransnetBW,B582,B171,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B588,B587,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B593,B592,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B602,B601,1.7665243633151774e-05,6793.0,0.0
TransnetBW,TransnetBW,B605,B604,7.062978222483814e-05,1699.0,0.0
50Hertz,50Hertz,B607,B271,1.7665243633151774e-05,6793.0,0.0
TenneT,TenneT,B609,B608,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B611,B610,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B612,B239,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B620,B619,7.062978222483814e-05,1699.0,0.0
Amprion,Amprion,B627,B626,1.7665243633151774e-05,6793.0,0.0
