Interface,Bus_id,State,LoadZone,Latitude,Longitude,Demand_MW,DistanceMiles,Weight,IsAnchor,CentroidLatitude,CentroidLongitude
ROSETON,175,CT,CT,41.76486936447431,-72.52181208773234,164.09690257830076,46.788785114093926,0.021356000672335045,False,42.44021575085076,-72.60126569919221
ROSETON,23,CT,CT,41.75068085716733,-72.63979465535841,91.8426005132592,47.62170936999537,0.01576683096307862,False,42.44021575085076,-72.60126569919221
ROSETON,101,CT,CT,41.74643919094789,-72.81501971880307,16.007862407862408,49.19286620231605,0.006424156858226225,False,42.44021575085076,-72.60126569919221
ROSETON,232,CT,CT,41.74301857766068,-72.8405338857642,53.83552285864425,49.74996106036375,0.011681966847994883,False,42.44021575085076,-72.60126569919221
ROSETON,226,CT,CT,41.78559992755409,-73.00537082506193,51.953898793444985,49.989049085254884,0.011434810611616114,False,42.44021575085076,-72.60126569919221
ROSETON,96,CT,CT,41.700653492206285,-72.45409751903844,201.2569102933695,51.62246328383506,0.02196961357389255,False,42.44021575085076,-72.60126569919221
ROSETON,106,CT,CT,41.71085039807596,-72.95677677526994,76.84988139613691,53.73780410852819,0.013173091988091143,False,42.44021575085076,-72.60126569919221
ROSETON,90,CT,CT,41.67289520244352,-72.38592512619738,38.87066106566439,54.16127049674073,0.009313660251268816,False,42.44021575085076,-72.60126569919221
ROSETON,195,CT,CT,41.64363150178712,-72.64524341644632,205.32270646091231,55.01371139288808,0.021156379181501376,False,42.44021575085076,-72.60126569919221
ROSETON,233,CT,CT,41.66559576858687,-72.9142573449664,55.17993603770409,55.96384711141138,0.010827694303131056,False,42.44021575085076,-72.60126569919221
ROSETON,222,CT,CT,41.63959239317843,-72.43083716913334,125.2519616390584,55.97660428399079,0.016310355117734515,False,42.44021575085076,-72.60126569919221
ROSETON,113,CT,CT,41.60820070393361,-72.73277286893627,81.31592335085637,57.83058791413555,0.012824653910860696,False,42.44021575085076,-72.60126569919221
ROSETON,240,CT,CT,41.605579636629685,-72.85084385242209,77.87403740374037,59.08947590714159,0.012349227825503855,False,42.44021575085076,-72.60126569919221
ROSETON,111,CT,CT,41.61966458811209,-72.97220899380534,117.09441384736428,59.93427012361454,0.014982618919081123,False,42.44021575085076,-72.60126569919221
ROSETON,95,CT,CT,41.515006194679785,-72.38340887074557,34.50686861570976,64.87523565533859,0.007664249328026902,False,42.44021575085076,-72.60126569919221
ROSETON,119,CT,CT,41.55441352121481,-73.02275429955199,129.87726008344924,65.07475640014788,0.014834851605404237,False,42.44021575085076,-72.60126569919221
ROSETON,229,CT,CT,41.52772906851576,-72.92835592481683,50.34567682494684,65.30459423603189,0.009211902887622386,False,42.44021575085076,-72.60126569919221
HQ_P1_P2,116,MA,NEMA/Boston,42.35612561838946,-71.29545531981215,82.37476099426387,1.1884153508872473,0.062324678218797294,True,42.372806849925524,-71.30103712005392
HQ_P1_P2,120,MA,NEMA/Boston,42.30337593860145,-71.35381252598162,187.98342893562776,5.547510292926786,0.08709167845235496,True,42.372806849925524,-71.30103712005392
HQ_P1_P2,123,MA,NEMA/Boston,42.45891899278566,-71.25384351436799,78.72692454998085,6.446747696521821,0.050355464006223795,True,42.372806849925524,-71.30103712005392
HQ_P1_P2,121,MA,NEMA/Boston,42.35585366002304,-71.1801701364884,177.97071428571428,6.5118783119305705,0.0751423942786337,False,42.372806849925524,-71.30103712005392
HQ_P1_P2,165,MA,NEMA/Boston,42.4296594194124,-71.11956669537766,96.35357142857144,10.387165143032009,0.03895395834361621,False,42.372806849925524,-71.30103712005392
HQ_P1_P2,220,MA,NEMA/Boston,42.1849932576711,-71.34295189633049,257.4249757986447,13.148164950729004,0.05335399537275815,False,42.372806849925524,-71.30103712005392
