OSMType,OSMId,Name,SubstationType,VoltageTag,VoltageKV,Circuits,Operator,Ref,Latitude,Longitude,AnchorWeight
way,680594206,Beechwood Generating Station,transmission,138000;69000,138.0,1,,,46.543026,-67.666521,1.2
way,682726557,Modena Substation,transmission,115000,115.0,1,Central Hudson,,41.649137,-74.121313,1.0
way,682727486,South Cairo Substation,transmission,69000,69.0,1,Central Hudson,,42.291255,-73.986424,1.0
way,682732189,Westerlo Substation,transmission,69000,69.0,1,Central Hudson,,42.451708,-74.063567,1.0
way,682776450,Myers Corner Substation,transmission,69000,69.0,1,Central Hudson,,41.602001,-73.880411,1.0
way,682790853,Sand Dock Substation,transmission,115000,115.0,1,,,41.648917,-73.938124,1.0
way,682956207,Lawrenceville Substation,transmission,69000,69.0,1,Central Hudson Gas & Electric,,42.223698,-73.986169,1.0
way,684943541,Poste Rockfield,transmission,120000;12470,120.0,1,Hydro-Québec,,45.439001,-73.65687,1.043478
way,687002222,Merrimack Substation,transmission,230000;115000,230.0,1,Eversource,,43.1405,-71.470182,2.0
way,704824708,Poste de Saint-Césaire,transmission,230000;120000;49000,230.0,1,Hydro-Québec,,45.411478,-72.99135,2.0
way,707254997,Pittsfield Generating LP Substation,generation,115000,115.0,1,"Pittsfield Generating Company, LP",,42.455915,-73.218315,1.0
way,725474922,Coolodge Substation,transmission,345000;115000,345.0,1,Vermont Electric Power Company,,43.429193,-72.660143,3.0
way,733447470,Eagle Substation,transmission,345000;115000,345.0,1,Eversource,,42.831175,-71.483534,3.0
way,759333854,Singer Substation,transmission,345000;115000,345.0,1,United Illuminating Company,,41.167763,-73.18556,3.0
way,762948167,Rock Tavern Substation (345kV),transmission,345000,345.0,1,Central Hudson Gas & Electric,,41.46749,-74.197075,3.0
way,766121308,,transmission,69000,69.0,1,,,46.52995,-67.88434,1.0
way,772275613,,transmission,34500,34.5,1,,,43.801997,-70.450284,1.0
way,842714311,,generation,46000,46.0,1,,,43.040272,-74.850245,1.0
way,843310891,Piercefield Regulator Station,transmission,46000,46.0,1,National Grid,,44.232752,-74.57046,1.0
way,847817916,,transition,115000,115.0,1,,,42.693544,-73.80135,1.0
way,884660310,Middletown Tap,transition,345000,345.0,1,,,41.421304,-74.428454,3.0
way,902821309,,transition,345000,345.0,1,Eversource,,41.782064,-70.582313,3.0
way,902821310,,transition,345000,345.0,1,Eversource,,41.782377,-70.581471,3.0
way,902830032,Bourne Transition Station,transition,115000,115.0,1,Eversource,,41.766585,-70.556715,1.0
way,903161748,Merchants Way Substation,transition,115000,115.0,1,National Grid,,41.685847,-70.298087,1.0
way,909012196,,generation,115000,115.0,1,,,43.426573,-72.661599,1.0
way,918490593,Moore Substation,transmission,230000;115000;34500,230.0,1,National Grid,,44.336101,-71.875425,2.0
way,938448865,Poste de Trois-Rivières,transmission,230000,230.0,1,Hydro-Québec,,46.364202,-72.601802,2.0
way,940515989,,transmission,120000,120.0,1,Hydro-Québec,,46.53572,-72.766883,1.043478
way,940516050,Poste des Hêtres,transmission,230000;120000;69000,230.0,1,Hydro-Québec,,46.572952,-72.714367,2.0
way,951242092,,generation,46000,46.0,1,,,43.090036,-74.766683,1.0
way,961152437,Poste du Bout-de-l'Île,transmission,735000;315000;120000,735.0,1,Hydro-Québec,,45.664807,-73.524496,6.391304
way,998496432,,transition,138000,138.0,1,Orange & Rockland,,41.043788,-73.965297,1.2
way,1015192600,,transmission,34500,34.5,1,,,44.411202,-71.717993,1.0
way,1020589185,Mill C,generation,46000,46.0,1,NYSEG,,44.69822,-73.613448,1.0
way,1020789743,,transition,115000,115.0,1,,,41.709907,-73.940012,1.0
way,1021288568,Blake,generation,115000,115.0,1,Brookfield Renewable US,,44.506325,-74.753328,1.0
way,1021293176,Higley Falls,generation,115000,115.0,1,Brookfield Renewable US,,44.530315,-74.933154,1.0
way,1046944585,,transition,115000,115.0,1,Vermont Electric Power Company,,44.696751,-73.351003,1.0
way,1049377932,,transition,115000,115.0,1,Vermont Electric Power Company,,44.637271,-73.273651,1.0
way,1050091459,,transition,120000,120.0,1,Hydro-Québec,,46.225901,-70.794782,1.043478
way,1052054054,,transition,115000,115.0,1,New York Power Authority,,44.702052,-73.384821,1.0
way,1075629718,Cricket Valley Substation,transmission,345000,345.0,1,NYSEG,,41.676571,-73.578742,3.0
way,1089487553,,generation,345000,345.0,1,,,41.412239,-74.43438,3.0
way,1089980814,,generation,69000,69.0,1,,,41.843461,-74.542932,1.0
way,1099345926,Albion Road Substation,transmission,345000;115000,345.0,1,Central Maine Power Company,,44.574228,-69.509443,3.0
way,1101329542,Coopers Mills Road Substation,transmission,345000;115000,345.0,1,Central Maine Power Company,,44.296651,-69.557014,3.0
way,1119997547,Dunbarton Tap Substation,transmission,230000,230.0,1,National Grid,,43.064329,-71.579856,2.0
way,1124296382,,generation,115000,115.0,1,,,43.29751,-73.884246,1.0
way,1125765402,Yarmouth 4 Substation,transmission,345000,345.0,1,Central Maine Power Company,,43.751574,-70.156724,3.0
way,1141832640,Lisbon Substation,generation,115000,115.0,1,Wheelabrator Technologies Inc.,,41.584134,-72.041337,1.0
way,1148963697,Waterbury Substation,generation,115000,115.0,1,Eversource,,41.544177,-73.041447,1.0
way,1150255720,Wheelabrator Bridgeport Substation,generation,115000,115.0,1,Wheelabrator Technologies,,41.163068,-73.208427,1.0
way,1150790468,ANP Bellingham Substation,transmission,345000,345.0,1,ANP Bellingham Energy Company LLC,,42.109295,-71.451753,3.0
way,1150821103,ANP Blackstone Substation,transmission,345000,345.0,1,ANP Blackstone Energy Company LLC,,42.059467,-71.513902,3.0
way,1150821104,NEA Bellingham Substation,transmission,345000,345.0,1,Northeast Energy Associates LP,,42.091907,-71.48384,3.0
way,1152308932,Millenium Substation,generation,115000,115.0,1,National Grid,,42.113382,-72.015308,1.0
way,1154872292,Plainfield Substation,generation,115000,115.0,1,Eversource,,41.664686,-71.924069,1.0
way,1154890695,Brayton Point 345kV Substation,transmission,345000,345.0,1,National Grid,,41.713935,-71.190988,3.0
way,1158286707,Stony Brook Substation,generation,115000,115.0,1,Massachusetts Municipal Wholesale Electric Company,,42.197797,-72.510036,1.0
way,1158286708,Stony Brook Substation,generation,115000,115.0,1,Massachusetts Municipal Wholesale Electric Company,,42.19725,-72.510281,1.0
way,1165519263,L'Energia Substation,generation,115000,115.0,1,National Grid,,42.631174,-71.311943,1.0
way,1165658092,,transition,120000,120.0,1,Hydro-Québec,,45.474577,-73.572041,1.043478
way,1169738255,Saddle Brook Substation,transmission,230000;138000;69000;13800,230.0,1,PSE&G,,40.888864,-74.100949,2.0
way,1172887810,Fulton County Landfill,generation,69000,69.0,1,National Grid,,43.01094,-74.469937,1.0
way,1178601133,,generation,34500,34.5,1,,,43.305362,-73.640229,1.0
way,1179701473,,generation,115000,115.0,1,,,42.966523,-73.587308,1.0
way,1179701475,,generation,115000,115.0,1,,,42.962979,-73.586741,1.0
way,1181283032,Barnstable Substation,transmission,230000,230.0,1,Vineyard Wind LLC,,41.684296,-70.285414,2.0
way,1206006337,,generation,115000,115.0,1,Burgess BioPower,,44.471126,-71.174747,1.0
way,1206230666,,generation,22000,22.0,1,Great Lakes Hydro America,,44.399781,-71.190221,1.0
way,1211968179,Centrale Westbury,generation,46000,46.0,1,Hydro-Sherbrooke,,45.498473,-71.620064,1.0
way,1212148780,,generation,34500;12470,34.5,1,,,41.153792,-74.636202,1.0
way,1215785989,Alcoa Station,transmission,115000,115.0,1,National Grid,902,44.961815,-74.891728,1.0
way,1221435281,Poste du Mont-Sainte-Marguerite,generation,120000,120.0,1,,,46.239402,-71.04091,1.043478
way,1221667976,Knickerbocker Substation,transmission,345000,345.0,1,,,42.494353,-73.737689,3.0
way,1221810455,Princetown Substation,transmission,345000,345.0,1,,,42.840113,-74.102288,3.0
way,1234784937,,generation,34500,34.5,1,,,41.189149,-74.592291,1.0
way,1259104610,Poste Stukely Sud,transmission,120000;49000,120.0,1,Hydro-Québec,,45.322123,-72.400984,1.043478
way,1264682894,,generation,,,1,Kearsarge Energy,,43.01666,-71.49073,1.0
way,1293539059,Stark,generation,115000,115.0,1,Brookfield Renewable US,,44.455062,-74.760888,1.0
way,1295385222,Franklin Falls Station,generation,46000,46.0,1,National Grid,843,44.436928,-73.972735,1.0
way,1295400980,Black Brook,generation,46000,46.0,1,Oakvale Construction Co,,44.459882,-73.743026,1.0
way,1304303565,,transition,138000,138.0,1,Orange & Rockland,,41.248575,-73.991898,1.2
way,1304760518,Woodbury Transition Yard,transition,34500,34.5,1,Orange & Rockland,,41.317636,-74.121651,1.0
way,1305101834,,transition,115000,115.0,1,,,41.566693,-73.953505,1.0
way,1305101837,,transition,115000,115.0,1,,,41.566522,-73.953561,1.0
way,1305581006,,generation,69000,69.0,1,,,41.571052,-74.782821,1.0
way,1313573308,,transmission,34500,34.5,1,National Grid,,41.175038,-71.569875,1.0
way,1387862312,,generation,,,1,,,45.590886,-73.657654,1.0
way,1415438977,,generation,,,1,,,42.993688,-71.494981,1.0
way,1419689608,,transition,115000,115.0,1,,,43.427117,-72.660855,1.0
way,1419689609,,transition,115000,115.0,1,,,43.428717,-72.658951,1.0
way,1424663031,,generation,,,1,,,43.099026,-70.791304,1.0
way,1424883900,,generation,132000,132.0,1,,AP06,41.075851,-71.167918,1.147826
way,1446410607,,generation,115000,115.0,1,,,42.930113,-73.713237,1.0
way,1450106311,,generation,,,1,Green Lantern Solar,,44.78265,-73.061728,1.0
way,1467110383,Snake Hill Substation,generation,115000,115.0,1,National Grid,,42.125545,-72.001671,1.0
way,1467118070,Stafford St Transmission Substation,transmission,115000,115.0,1,National Grid,,42.227986,-71.868679,1.0
way,1467179588,,generation,,,1,,,41.896432,-70.788721,1.0
way,1469624611,Thorndike Cascade Substation,generation,13200,13.2,1,,,42.186829,-72.327065,1.0
way,1470163505,Deerfield No. 3 Substation,generation,69000,69.0,1,National Grid,,42.599491,-72.733379,1.0
way,1470163506,Deerfield No. 2 Substation,generation,69000,69.0,1,National Grid,,42.57324,-72.707217,1.0
way,1470431027,Cheshire Harbor Substation,generation,13800,13.8,1,National Grid,,42.591356,-73.14145,1.0
way,1472101207,Bunker Road Substation,generation,13200,13.2,1,National Grid,102,41.258422,-70.051153,1.0
way,1476683346,Waite Street Substation,transmission,115000,115.0,1,National Grid,594,42.533468,-70.887283,1.0
way,1476700206,North River Terminal,transmission,115000,115.0,1,National Grid,30,42.534872,-70.89018,1.0
way,1484430160,Forbes Street Substation,generation,23000,23.0,1,Rhode Island Energy,,41.779825,-71.347622,1.0
way,1489435959,,generation,34500,34.5,1,Revity Energy LLC,,41.415829,-71.737778,1.0
