Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jun 1, 2025 1:00 PM;Jun 1, 2025 2:00 PM;3,405.25;1,588.75;1,195.00;8,417.25;33,274.50;75.25;-;2,841.50;368.25;1,983.75;57.25;1,615.00
Jun 1, 2025 2:00 PM;Jun 1, 2025 3:00 PM;3,419.00;1,583.25;1,121.25;9,964.50;31,842.50;90.50;-;2,834.00;354.75;2,000.00;14.25;1,625.00
Jun 1, 2025 3:00 PM;Jun 1, 2025 4:00 PM;3,437.00;1,553.50;1,315.50;12,209.00;28,367.00;82.25;-;2,831.00;344.00;2,051.50;32.25;1,616.25
Jun 1, 2025 4:00 PM;Jun 1, 2025 5:00 PM;3,503.50;1,682.50;1,565.50;14,633.00;22,417.25;92.00;-;2,894.75;370.25;2,068.50;3.00;1,599.25
Jun 1, 2025 5:00 PM;Jun 1, 2025 6:00 PM;3,615.75;1,684.00;2,058.25;17,226.00;16,861.50;90.75;-;2,889.25;381.25;2,121.25;62.75;1,589.75
Jun 1, 2025 6:00 PM;Jun 1, 2025 7:00 PM;3,869.75;1,769.25;3,810.00;17,090.00;10,819.75;89.75;-;3,445.50;416.50;2,413.25;143.25;1,685.00
Jun 1, 2025 7:00 PM;Jun 1, 2025 8:00 PM;4,145.75;1,826.50;3,831.00;15,317.25;5,547.00;91.00;-;4,669.75;419.00;3,311.50;731.50;1,715.50
Jun 1, 2025 8:00 PM;Jun 1, 2025 9:00 PM;4,344.75;1,914.00;3,314.50;12,442.75;1,676.75;91.25;-;5,701.00;427.75;4,443.00;2,392.75;1,732.50
Jun 1, 2025 9:00 PM;Jun 1, 2025 10:00 PM;4,398.75;1,977.25;3,350.25;10,496.25;107.00;92.50;-;6,144.50;444.25;4,709.75;3,749.50;1,751.50
Jun 1, 2025 10:00 PM;Jun 1, 2025 11:00 PM;4,306.75;1,953.00;3,689.75;9,008.00;18.00;93.25;-;6,130.00;433.25;4,676.00;3,220.00;1,736.75
Jun 1, 2025 11:00 PM;Jun 2, 2025 12:00 AM;4,099.50;1,861.00;4,429.25;8,072.50;9.00;94.00;-;5,756.50;426.75;4,454.75;1,203.25;1,723.25
Jun 2, 2025 12:00 AM;Jun 2, 2025 1:00 AM;3,846.50;1,818.75;4,510.00;6,966.25;15.00;94.00;-;6,048.75;417.75;4,372.25;573.00;1,758.25
Jun 2, 2025 1:00 AM;Jun 2, 2025 2:00 AM;3,783.50;1,774.75;4,983.50;6,443.00;9.00;95.00;-;6,453.75;404.00;4,311.75;422.75;1,721.50
Jun 2, 2025 2:00 AM;Jun 2, 2025 3:00 AM;3,742.00;1,754.25;5,265.00;6,068.00;6.75;94.75;-;6,553.00;399.75;4,294.25;100.25;1,718.25
Jun 2, 2025 3:00 AM;Jun 2, 2025 4:00 AM;3,748.75;1,822.25;5,349.25;6,141.75;6.50;94.75;-;7,031.75;404.50;4,036.00;263.25;1,726.75
Jun 2, 2025 4:00 AM;Jun 2, 2025 5:00 AM;3,864.25;1,837.75;4,775.00;6,790.50;15.25;95.75;-;7,528.75;400.75;4,291.50;727.50;1,740.25
Jun 2, 2025 5:00 AM;Jun 2, 2025 6:00 AM;4,006.50;1,799.75;4,139.75;7,920.00;484.50;95.25;-;7,813.00;443.50;4,640.25;1,307.50;1,707.75
Jun 2, 2025 6:00 AM;Jun 2, 2025 7:00 AM;4,284.25;2,145.75;3,201.00;7,801.50;3,193.00;93.75;-;7,984.50;558.50;5,041.50;4,250.25;1,721.75
Jun 2, 2025 7:00 AM;Jun 2, 2025 8:00 AM;4,327.25;2,260.00;2,618.00;6,170.25;8,336.00;93.50;-;7,968.00;595.25;5,304.00;5,258.75;1,733.00
Jun 2, 2025 8:00 AM;Jun 2, 2025 9:00 AM;4,204.00;2,371.75;2,025.50;4,840.50;14,887.00;90.50;-;7,820.75;587.50;4,936.50;3,777.00;1,714.25
Jun 2, 2025 9:00 AM;Jun 2, 2025 10:00 AM;3,858.75;1,975.50;1,986.75;4,925.50;21,155.00;90.25;-;7,346.50;530.50;3,014.25;1,353.25;1,723.00
Jun 2, 2025 10:00 AM;Jun 2, 2025 11:00 AM;3,612.75;1,851.75;2,186.25;5,927.75;26,520.50;86.75;-;6,345.50;481.75;1,982.75;143.00;1,719.50
Jun 2, 2025 11:00 AM;Jun 2, 2025 12:00 PM;3,508.25;2,016.00;2,293.50;7,246.00;29,616.75;88.50;-;5,756.50;465.00;1,841.75;62.00;1,690.50
Jun 2, 2025 12:00 PM;Jun 2, 2025 1:00 PM;3,459.50;2,087.25;2,500.25;8,394.00;29,683.00;90.75;-;5,184.75;521.00;1,815.25;220.25;1,717.25
Jun 2, 2025 1:00 PM;Jun 2, 2025 2:00 PM;3,436.50;1,974.25;2,370.75;9,880.50;29,039.25;91.50;-;5,642.50;512.75;1,800.75;47.50;1,743.00
Jun 2, 2025 2:00 PM;Jun 2, 2025 3:00 PM;3,419.75;1,839.00;2,100.25;10,527.50;28,004.25;97.00;-;5,031.50;486.75;1,823.75;10.50;1,747.00
Jun 2, 2025 3:00 PM;Jun 2, 2025 4:00 PM;3,449.75;1,826.25;2,193.00;10,563.75;25,038.50;97.50;-;4,911.25;596.25;1,911.00;18.50;1,734.50
Jun 2, 2025 4:00 PM;Jun 2, 2025 5:00 PM;3,639.25;1,867.75;2,033.75;10,335.50;21,162.75;99.75;-;6,598.75;939.00;2,257.75;131.75;1,653.25
Jun 2, 2025 5:00 PM;Jun 2, 2025 6:00 PM;3,860.25;1,874.25;1,877.00;8,822.75;15,981.00;99.25;-;7,800.00;1,426.00;4,147.50;448.75;1,695.25
Jun 2, 2025 6:00 PM;Jun 2, 2025 7:00 PM;4,242.25;2,075.00;1,516.75;6,891.75;10,471.00;99.50;-;8,410.50;1,830.75;6,169.50;2,129.25;1,646.00
Jun 2, 2025 7:00 PM;Jun 2, 2025 8:00 PM;4,539.00;2,456.25;1,393.50;5,211.00;5,268.25;98.50;-;8,410.00;2,058.50;8,151.25;4,812.50;1,654.75
Jun 2, 2025 8:00 PM;Jun 2, 2025 9:00 PM;4,665.00;2,547.25;1,138.50;3,989.50;1,803.25;98.75;-;7,609.75;1,973.50;9,073.50;5,720.50;1,769.75
Jun 2, 2025 9:00 PM;Jun 2, 2025 10:00 PM;4,670.25;2,543.75;1,193.50;3,375.25;171.75;99.75;-;7,242.00;2,091.50;9,252.75;5,784.75;1,771.75
Jun 2, 2025 10:00 PM;Jun 2, 2025 11:00 PM;4,498.75;2,209.00;1,113.25;3,070.50;11.75;101.00;-;7,228.75;2,078.25;8,999.75;4,646.75;1,698.25
Jun 2, 2025 11:00 PM;Jun 3, 2025 12:00 AM;4,215.25;2,039.25;852.25;2,900.75;6.50;101.25;-;7,209.25;2,055.00;8,417.75;2,566.25;1,645.75
Jun 3, 2025 12:00 AM;Jun 3, 2025 1:00 AM;4,076.00;2,329.25;776.25;2,413.00;13.25;102.00;-;7,195.75;1,950.75;8,652.25;2,056.00;1,577.75
Jun 3, 2025 1:00 AM;Jun 3, 2025 2:00 AM;3,983.25;2,254.75;846.25;1,995.75;8.50;102.50;-;7,202.00;1,867.75;8,561.50;863.75;1,535.50
Jun 3, 2025 2:00 AM;Jun 3, 2025 3:00 AM;3,884.00;1,972.25;1,013.75;1,599.50;7.00;102.50;-;7,200.25;1,863.75;8,030.50;356.75;1,571.00
Jun 3, 2025 3:00 AM;Jun 3, 2025 4:00 AM;3,854.50;2,029.50;1,395.75;1,487.25;7.00;102.75;-;7,168.25;1,865.25;7,959.50;302.75;1,595.75
Jun 3, 2025 4:00 AM;Jun 3, 2025 5:00 AM;3,910.00;1,995.25;2,014.75;1,796.75;13.00;103.75;-;7,188.25;1,852.50;8,085.50;304.25;1,592.50
Jun 3, 2025 5:00 AM;Jun 3, 2025 6:00 AM;4,102.50;2,025.00;2,489.50;2,732.00;525.00;103.00;-;7,229.25;1,885.50;7,924.75;408.00;1,574.50
Jun 3, 2025 6:00 AM;Jun 3, 2025 7:00 AM;4,374.75;2,412.75;3,056.00;3,756.00;3,398.25;101.25;-;7,156.00;1,987.50;7,972.25;2,191.00;1,524.75
Jun 3, 2025 7:00 AM;Jun 3, 2025 8:00 AM;4,348.75;1,975.75;3,920.75;4,046.50;9,995.75;98.25;-;6,762.50;2,075.25;7,310.00;1,351.75;1,491.00
Jun 3, 2025 8:00 AM;Jun 3, 2025 9:00 AM;4,013.50;1,811.75;4,241.25;3,252.75;19,355.25;98.25;-;5,582.75;1,351.25;5,225.50;805.25;1,469.00
Jun 3, 2025 9:00 AM;Jun 3, 2025 10:00 AM;3,851.00;1,848.50;4,785.50;4,106.25;29,370.75;97.00;-;3,460.00;755.50;2,905.00;342.50;1,479.50
Jun 3, 2025 10:00 AM;Jun 3, 2025 11:00 AM;3,663.00;1,968.50;4,419.00;6,429.50;36,850.00;98.00;-;2,780.00;846.75;2,397.25;98.75;1,501.25
Jun 3, 2025 11:00 AM;Jun 3, 2025 12:00 PM;3,581.50;1,936.25;3,821.50;8,158.50;39,250.75;96.25;-;2,799.50;1,291.25;2,312.00;10.00;1,502.50
Jun 3, 2025 12:00 PM;Jun 3, 2025 1:00 PM;3,505.25;1,955.00;3,760.50;9,133.25;40,255.75;97.25;-;2,835.75;1,722.00;2,178.50;55.50;1,527.00
Jun 3, 2025 1:00 PM;Jun 3, 2025 2:00 PM;3,490.50;1,921.00;3,610.25;9,371.00;39,887.00;97.25;-;2,875.00;1,619.25;2,031.00;0.00;1,525.50
Jun 3, 2025 2:00 PM;Jun 3, 2025 3:00 PM;3,506.75;1,872.00;3,581.25;8,568.50;38,300.50;94.75;-;2,741.50;1,567.25;2,017.75;3.25;1,533.50
Jun 3, 2025 3:00 PM;Jun 3, 2025 4:00 PM;3,539.25;1,922.75;3,790.75;9,582.25;34,676.75;95.50;-;2,707.75;1,561.00;2,076.00;12.00;1,504.50
Jun 3, 2025 4:00 PM;Jun 3, 2025 5:00 PM;3,626.25;1,937.25;4,162.50;12,509.75;29,438.25;97.50;-;2,792.00;2,010.25;2,296.25;55.00;1,572.25
Jun 3, 2025 5:00 PM;Jun 3, 2025 6:00 PM;3,775.00;2,037.25;4,999.75;12,947.25;22,084.25;95.75;-;3,210.00;2,146.00;2,811.25;207.25;1,615.50
Jun 3, 2025 6:00 PM;Jun 3, 2025 7:00 PM;4,127.75;2,142.25;4,533.00;10,537.00;13,277.75;94.75;-;5,178.50;2,331.75;3,837.00;1,129.75;1,618.75
Jun 3, 2025 7:00 PM;Jun 3, 2025 8:00 PM;4,502.75;2,361.50;4,648.00;7,692.00;5,979.25;95.75;-;5,005.75;2,569.75;5,720.25;4,655.25;1,615.50
Jun 3, 2025 8:00 PM;Jun 3, 2025 9:00 PM;4,655.25;2,358.50;4,631.25;7,387.25;1,796.00;96.75;-;4,737.25;2,347.50;6,280.25;5,638.50;1,714.50
Jun 3, 2025 9:00 PM;Jun 3, 2025 10:00 PM;4,583.75;2,314.75;5,016.00;9,097.00;105.00;98.50;-;4,768.00;2,188.50;6,043.75;4,824.25;1,608.00
Jun 3, 2025 10:00 PM;Jun 3, 2025 11:00 PM;4,348.50;2,093.50;5,654.00;11,476.75;8.50;99.50;-;4,717.75;2,017.00;5,974.25;3,082.25;1,608.25
Jun 3, 2025 11:00 PM;Jun 4, 2025 12:00 AM;4,069.75;1,923.75;6,135.00;13,370.25;6.00;99.00;-;4,769.00;1,851.75;5,078.00;703.75;1,604.75
Jun 4, 2025 12:00 AM;Jun 4, 2025 1:00 AM;3,880.25;1,887.00;7,036.50;14,094.50;6.50;96.00;-;4,154.50;1,653.00;3,769.00;723.25;1,571.25
Jun 4, 2025 1:00 AM;Jun 4, 2025 2:00 AM;3,806.25;1,892.75;7,607.25;13,283.75;6.00;98.25;-;3,685.25;1,606.25;3,787.25;255.00;1,487.50
Jun 4, 2025 2:00 AM;Jun 4, 2025 3:00 AM;3,776.75;1,856.75;7,562.50;12,763.25;6.25;99.25;-;4,308.00;1,600.25;3,963.75;87.50;1,500.00
Jun 4, 2025 3:00 AM;Jun 4, 2025 4:00 AM;3,775.75;1,903.25;6,433.75;12,841.50;7.00;100.00;-;4,610.75;1,624.50;4,015.75;265.00;1,500.25
Jun 4, 2025 4:00 AM;Jun 4, 2025 5:00 AM;3,836.50;1,944.50;4,994.50;13,282.75;17.50;100.25;-;5,165.50;1,716.50;3,859.25;305.50;1,497.50
Jun 4, 2025 5:00 AM;Jun 4, 2025 6:00 AM;3,990.25;1,910.00;4,322.75;13,931.50;500.25;100.75;-;5,479.75;1,681.00;4,145.50;320.75;1,457.25
Jun 4, 2025 6:00 AM;Jun 4, 2025 7:00 AM;4,241.75;2,078.50;3,993.25;14,096.00;3,344.75;100.25;-;5,689.75;1,695.00;4,640.25;1,571.75;1,453.50
Jun 4, 2025 7:00 AM;Jun 4, 2025 8:00 AM;4,328.00;2,323.50;4,005.25;12,170.75;8,940.00;92.25;-;5,533.50;1,827.00;4,060.00;3,726.75;1,475.50
Jun 4, 2025 8:00 AM;Jun 4, 2025 9:00 AM;4,163.75;2,483.50;3,652.50;9,029.75;14,933.75;76.50;-;5,745.25;1,538.50;3,327.00;2,284.25;1,503.75
Jun 4, 2025 9:00 AM;Jun 4, 2025 10:00 AM;3,903.00;2,068.75;3,308.50;9,225.50;19,998.50;74.75;-;5,531.50;1,246.75;3,306.25;927.75;1,515.50
Jun 4, 2025 10:00 AM;Jun 4, 2025 11:00 AM;3,649.50;1,979.50;2,921.75;11,146.75;24,115.50;73.00;-;4,579.00;1,167.25;2,674.25;54.25;1,553.25
Jun 4, 2025 11:00 AM;Jun 4, 2025 12:00 PM;3,561.50;2,095.75;2,599.50;13,946.00;26,220.00;72.25;-;3,056.00;1,178.00;2,465.75;1.00;1,681.50
Jun 4, 2025 12:00 PM;Jun 4, 2025 1:00 PM;3,510.25;2,107.75;2,558.00;15,807.00;26,317.75;74.75;-;3,073.75;1,169.75;2,188.25;20.75;1,738.25
Jun 4, 2025 1:00 PM;Jun 4, 2025 2:00 PM;3,506.75;2,012.25;3,052.25;16,109.00;25,371.00;89.00;-;3,080.75;1,148.75;2,128.25;148.25;1,775.00
Jun 4, 2025 2:00 PM;Jun 4, 2025 3:00 PM;3,499.75;1,868.25;3,414.50;15,471.50;25,613.75;95.00;-;3,113.75;1,148.50;2,093.50;0.50;1,659.75
Jun 4, 2025 3:00 PM;Jun 4, 2025 4:00 PM;3,526.25;2,006.75;3,005.50;13,789.75;24,606.50;94.25;-;3,301.25;1,232.50;2,027.25;30.75;1,443.50
Jun 4, 2025 4:00 PM;Jun 4, 2025 5:00 PM;3,669.75;2,145.00;3,282.50;13,698.50;20,615.75;93.75;-;3,620.00;1,402.75;2,070.25;191.75;1,440.25
Jun 4, 2025 5:00 PM;Jun 4, 2025 6:00 PM;3,855.00;2,138.00;3,730.75;12,221.00;14,473.25;94.25;-;4,759.50;1,988.50;2,584.00;720.25;1,466.75
Jun 4, 2025 6:00 PM;Jun 4, 2025 7:00 PM;4,208.75;2,185.75;3,704.75;10,785.75;9,025.25;94.00;-;6,069.25;2,845.75;3,885.50;1,425.50;1,456.75
Jun 4, 2025 7:00 PM;Jun 4, 2025 8:00 PM;4,458.00;2,321.50;3,042.50;9,825.50;4,449.75;94.75;-;6,424.50;3,350.00;4,885.50;2,319.50;1,453.00
Jun 4, 2025 8:00 PM;Jun 4, 2025 9:00 PM;4,575.50;2,445.00;2,425.50;8,719.00;1,339.75;95.50;-;6,458.25;3,476.75;5,460.00;3,736.00;1,462.75
Jun 4, 2025 9:00 PM;Jun 4, 2025 10:00 PM;4,572.50;2,520.00;1,913.50;8,478.25;97.75;96.25;-;6,472.00;3,624.00;5,586.25;3,868.00;1,455.75
Jun 4, 2025 10:00 PM;Jun 4, 2025 11:00 PM;4,408.75;2,206.25;1,593.25;8,210.00;10.75;97.75;-;6,448.25;3,559.25;4,979.25;2,752.75;1,474.00
Jun 4, 2025 11:00 PM;Jun 5, 2025 12:00 AM;4,187.50;2,012.50;1,564.25;7,826.75;13.50;99.00;-;6,346.50;3,377.75;4,327.00;1,923.00;1,495.25
Jun 5, 2025 12:00 AM;Jun 5, 2025 1:00 AM;4,042.75;1,974.50;1,388.00;6,979.00;20.00;99.00;-;6,275.25;3,140.25;3,876.25;1,059.50;1,731.00
Jun 5, 2025 1:00 AM;Jun 5, 2025 2:00 AM;3,935.25;2,010.50;1,795.75;6,798.00;8.75;99.50;-;6,111.00;3,077.25;2,824.00;311.50;1,676.50
Jun 5, 2025 2:00 AM;Jun 5, 2025 3:00 AM;3,860.50;1,973.00;2,457.50;6,534.25;8.25;100.75;-;5,734.75;3,071.50;2,607.75;92.75;1,651.75
Jun 5, 2025 3:00 AM;Jun 5, 2025 4:00 AM;3,862.25;1,998.50;2,828.50;6,729.25;6.50;100.50;-;5,779.75;3,043.00;2,550.50;90.25;1,662.50
Jun 5, 2025 4:00 AM;Jun 5, 2025 5:00 AM;3,927.00;2,018.00;3,082.50;7,600.50;15.75;100.75;-;5,973.25;3,001.25;2,640.50;105.75;1,646.00
Jun 5, 2025 5:00 AM;Jun 5, 2025 6:00 AM;4,042.50;2,036.50;3,749.75;9,144.00;479.25;101.25;-;6,033.75;2,910.25;3,071.50;176.75;1,641.75
Jun 5, 2025 6:00 AM;Jun 5, 2025 7:00 AM;4,318.25;2,271.00;3,685.50;9,997.50;3,048.25;101.25;-;6,155.25;2,693.50;3,909.25;2,638.25;1,642.75
Jun 5, 2025 7:00 AM;Jun 5, 2025 8:00 AM;4,394.50;2,364.25;4,199.50;8,759.00;7,813.50;101.50;-;6,369.50;2,460.25;4,620.00;3,110.50;1,629.00
Jun 5, 2025 8:00 AM;Jun 5, 2025 9:00 AM;4,194.75;2,295.50;4,394.00;8,291.00;14,028.25;100.25;-;6,135.50;1,833.50;4,095.25;2,284.75;1,635.75
Jun 5, 2025 9:00 AM;Jun 5, 2025 10:00 AM;3,901.75;2,315.00;4,419.00;10,606.50;20,236.50;99.25;-;4,497.50;1,332.50;3,021.25;534.75;1,638.00
Jun 5, 2025 10:00 AM;Jun 5, 2025 11:00 AM;3,690.50;2,256.00;4,276.50;13,669.00;24,201.75;97.50;-;3,032.00;1,193.75;1,996.00;35.25;1,670.00
Jun 5, 2025 11:00 AM;Jun 5, 2025 12:00 PM;3,628.50;2,126.25;4,427.25;16,493.75;26,649.00;98.25;-;2,939.50;1,029.00;1,869.75;83.50;1,670.00
Jun 5, 2025 12:00 PM;Jun 5, 2025 1:00 PM;3,535.25;2,014.75;4,120.50;18,220.75;28,169.25;97.75;-;2,816.00;959.00;1,808.50;46.00;1,648.25
Jun 5, 2025 1:00 PM;Jun 5, 2025 2:00 PM;3,502.75;2,002.25;3,791.00;19,407.00;27,883.50;101.00;-;2,182.75;941.00;1,813.00;0.00;1,606.50
Jun 5, 2025 2:00 PM;Jun 5, 2025 3:00 PM;3,534.75;2,036.50;3,126.00;20,020.50;25,686.75;101.50;-;2,155.00;960.50;1,839.25;48.00;1,614.25
Jun 5, 2025 3:00 PM;Jun 5, 2025 4:00 PM;3,600.00;2,036.25;2,076.75;19,942.25;22,733.75;100.00;-;2,698.25;1,053.75;2,011.25;68.25;1,618.25
Jun 5, 2025 4:00 PM;Jun 5, 2025 5:00 PM;3,721.75;2,111.25;1,654.75;20,511.50;19,733.50;99.00;-;3,953.50;1,043.25;2,132.75;205.25;1,719.25
Jun 5, 2025 5:00 PM;Jun 5, 2025 6:00 PM;3,929.00;2,213.75;1,729.25;19,235.00;15,552.00;99.00;-;4,821.50;1,361.00;2,624.25;908.25;1,770.25
Jun 5, 2025 6:00 PM;Jun 5, 2025 7:00 PM;4,377.50;2,365.75;1,785.50;17,999.00;10,022.50;98.50;-;5,418.75;2,125.75;3,797.25;3,490.50;1,947.25
Jun 5, 2025 7:00 PM;Jun 5, 2025 8:00 PM;4,583.00;2,294.25;2,219.50;15,795.50;4,945.50;98.00;-;5,920.50;2,251.50;4,289.75;3,805.75;2,047.75
Jun 5, 2025 8:00 PM;Jun 5, 2025 9:00 PM;4,693.50;2,481.75;3,251.00;13,934.75;1,462.75;100.25;-;6,120.75;2,250.25;4,439.50;4,968.75;2,016.00
Jun 5, 2025 9:00 PM;Jun 5, 2025 10:00 PM;4,642.00;2,230.50;2,928.00;14,983.25;94.75;101.00;-;6,155.00;2,216.00;4,352.75;4,663.50;1,806.50
Jun 5, 2025 10:00 PM;Jun 5, 2025 11:00 PM;4,437.25;2,094.75;3,306.50;16,714.00;16.75;101.75;-;5,899.25;2,031.00;4,254.00;3,326.75;1,663.25
Jun 5, 2025 11:00 PM;Jun 6, 2025 12:00 AM;4,200.00;1,980.50;3,868.50;19,027.75;12.75;102.00;-;4,873.75;1,282.00;4,199.75;2,125.50;1,656.75
Jun 6, 2025 12:00 AM;Jun 6, 2025 1:00 AM;4,052.50;1,938.50;3,438.00;20,671.50;17.25;101.75;-;3,792.75;763.50;2,683.75;1,459.25;1,691.50
Jun 6, 2025 1:00 AM;Jun 6, 2025 2:00 AM;3,938.75;1,966.50;3,769.25;22,942.25;8.75;101.75;-;2,801.00;697.75;2,189.50;834.75;1,665.00
Jun 6, 2025 2:00 AM;Jun 6, 2025 3:00 AM;3,855.50;1,977.25;4,571.25;25,211.50;6.50;103.00;-;2,550.25;698.75;1,895.50;141.75;1,674.25
Jun 6, 2025 3:00 AM;Jun 6, 2025 4:00 AM;3,825.75;1,959.50;5,216.00;26,910.00;6.25;103.00;-;2,549.00;700.25;1,841.00;98.25;1,674.50
Jun 6, 2025 4:00 AM;Jun 6, 2025 5:00 AM;3,862.25;1,987.50;5,147.00;29,073.25;8.00;103.00;-;2,555.25;715.75;1,888.00;206.25;1,680.50
Jun 6, 2025 5:00 AM;Jun 6, 2025 6:00 AM;3,993.75;1,986.00;5,253.50;31,655.75;237.75;99.25;-;2,713.75;742.75;1,977.50;162.00;1,666.75
Jun 6, 2025 6:00 AM;Jun 6, 2025 7:00 AM;4,189.25;2,001.00;5,993.00;34,405.25;1,870.25;98.50;-;2,777.50;800.25;2,194.75;802.75;1,656.25
Jun 6, 2025 7:00 AM;Jun 6, 2025 8:00 AM;4,233.50;1,975.25;6,027.25;34,555.00;5,844.75;97.50;-;3,113.50;813.25;2,483.25;1,650.50;1,664.50
Jun 6, 2025 8:00 AM;Jun 6, 2025 9:00 AM;4,064.50;1,933.50;5,891.50;34,570.00;12,498.25;92.50;-;3,089.75;840.50;2,107.00;739.25;1,646.00
Jun 6, 2025 9:00 AM;Jun 6, 2025 10:00 AM;3,787.50;1,933.00;5,543.25;33,847.50;20,450.00;91.50;-;2,926.75;819.25;1,961.25;91.00;1,631.25
Jun 6, 2025 10:00 AM;Jun 6, 2025 11:00 AM;3,585.75;1,945.75;3,378.25;30,326.50;25,275.25;97.00;-;2,673.75;819.75;1,920.50;202.75;1,602.50
Jun 6, 2025 11:00 AM;Jun 6, 2025 12:00 PM;3,496.50;1,947.25;2,447.75;29,766.50;28,574.00;96.50;-;2,814.25;800.00;2,036.00;112.75;1,566.75
Jun 6, 2025 12:00 PM;Jun 6, 2025 1:00 PM;3,445.00;1,916.75;2,607.75;28,414.00;30,341.75;97.50;-;2,617.50;772.75;2,062.75;0.50;1,562.00
Jun 6, 2025 1:00 PM;Jun 6, 2025 2:00 PM;3,409.00;1,917.75;1,607.75;27,622.50;30,543.50;97.25;-;2,180.75;807.50;2,070.25;0.00;1,615.00
Jun 6, 2025 2:00 PM;Jun 6, 2025 3:00 PM;3,409.75;1,899.75;1,946.50;26,830.00;29,859.75;96.75;-;1,948.75;786.50;1,835.75;96.00;1,651.25
Jun 6, 2025 3:00 PM;Jun 6, 2025 4:00 PM;3,485.50;1,900.50;2,330.75;25,706.75;27,301.25;95.25;-;2,003.75;779.50;1,664.75;178.00;1,648.75
Jun 6, 2025 4:00 PM;Jun 6, 2025 5:00 PM;3,600.50;1,924.25;2,379.75;25,027.50;24,402.25;94.00;-;2,481.25;807.75;1,811.50;107.75;1,668.25
Jun 6, 2025 5:00 PM;Jun 6, 2025 6:00 PM;3,736.25;2,065.00;4,405.25;25,238.25;19,504.00;96.75;-;2,729.50;821.50;2,142.00;298.00;1,666.50
Jun 6, 2025 6:00 PM;Jun 6, 2025 7:00 PM;4,095.75;2,290.75;4,900.00;21,888.25;11,819.50;98.75;-;3,812.50;836.75;3,245.50;1,641.00;1,659.00
Jun 6, 2025 7:00 PM;Jun 6, 2025 8:00 PM;4,482.00;2,402.75;4,458.75;16,702.75;5,621.25;100.75;-;4,885.25;1,009.50;4,144.50;3,635.50;1,681.75
Jun 6, 2025 8:00 PM;Jun 6, 2025 9:00 PM;4,677.75;2,484.50;4,181.75;14,082.50;1,792.50;100.25;-;4,807.25;1,362.50;5,102.75;4,924.25;1,733.75
Jun 6, 2025 9:00 PM;Jun 6, 2025 10:00 PM;4,630.00;2,423.50;3,159.00;14,025.00;133.25;100.25;-;4,997.75;1,377.25;4,735.75;5,229.25;1,710.00
Jun 6, 2025 10:00 PM;Jun 6, 2025 11:00 PM;4,500.25;2,319.25;2,596.25;13,336.50;35.00;101.25;-;4,823.75;1,381.50;4,765.00;5,554.50;1,753.75
Jun 6, 2025 11:00 PM;Jun 7, 2025 12:00 AM;4,289.75;2,164.25;2,072.50;13,776.00;22.50;101.75;-;4,833.50;1,297.75;4,007.25;5,065.00;1,728.50
Jun 7, 2025 12:00 AM;Jun 7, 2025 1:00 AM;4,096.25;2,041.00;1,707.25;13,934.00;16.00;102.25;-;4,956.50;1,034.75;3,338.50;3,452.50;1,835.00
Jun 7, 2025 1:00 AM;Jun 7, 2025 2:00 AM;3,994.50;1,998.75;1,760.50;13,341.25;11.50;103.00;-;5,245.50;925.00;3,126.75;1,995.50;1,808.25
Jun 7, 2025 2:00 AM;Jun 7, 2025 3:00 AM;3,921.50;2,098.25;1,413.75;12,282.50;8.25;102.50;-;5,339.25;781.75;3,090.75;1,846.25;1,822.50
Jun 7, 2025 3:00 AM;Jun 7, 2025 4:00 AM;3,920.50;2,211.50;1,428.00;11,624.25;7.00;102.50;-;5,330.25;768.50;3,015.50;1,488.50;1,820.00
Jun 7, 2025 4:00 AM;Jun 7, 2025 5:00 AM;3,967.00;2,049.50;1,113.50;10,871.75;13.50;103.50;-;5,355.25;893.50;3,065.50;567.00;1,807.25
Jun 7, 2025 5:00 AM;Jun 7, 2025 6:00 AM;4,057.50;2,001.50;802.75;10,807.75;501.50;103.50;-;5,378.00;879.75;3,052.50;362.75;1,811.00
Jun 7, 2025 6:00 AM;Jun 7, 2025 7:00 AM;4,151.75;1,933.00;618.50;10,578.25;2,920.00;103.00;-;5,111.25;877.75;3,062.50;295.50;1,762.25
Jun 7, 2025 7:00 AM;Jun 7, 2025 8:00 AM;4,128.50;2,029.50;410.75;8,901.50;6,942.75;102.25;-;4,966.00;874.50;2,927.50;326.00;1,731.50
Jun 7, 2025 8:00 AM;Jun 7, 2025 9:00 AM;4,023.00;2,050.00;461.50;8,572.50;11,742.00;103.00;-;4,793.75;548.25;2,299.75;412.25;1,636.00
Jun 7, 2025 9:00 AM;Jun 7, 2025 10:00 AM;3,840.50;2,046.25;641.75;10,338.25;16,324.25;102.25;-;3,586.75;347.50;1,896.00;65.50;1,644.75
