Pmax (MW),Pmin (MW),Type,Flag_thermal,Flag_VRE,Cost ($/MWh),EF,CC,Zone,FOR,RU,RD,RM_SPIN
4.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
6.1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2.7,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
4.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
17,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
19,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
39.9,0,WindOn,0,1,0,0,0.28,AP_PA,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
344.4,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
344.4,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
260.8,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
260.8,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
499.5,0,NGCC,1,0,18.75,0.4,0.98,PN_PA,0.035,1,1,0.16
499.5,0,NGCC,1,0,18.75,0.4,0.98,PN_PA,0.035,1,1,0.16
499.5,0,NGCC,1,0,18.75,0.4,0.98,PN_PA,0.035,1,1,0.16
5.2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
244.8,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
244.8,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
244.8,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
460,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
5.2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
6.6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
311,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
311,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
340,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,PL_PA,0.05,1,1,0.1
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5.2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5.2,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
5.2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
4.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2.9,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3.4,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,PN_NY,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
370,0,NGCC,1,0,18.75,0.4,0.98,AP_PA,0.035,1,1,0.16
370,0,NGCC,1,0,18.75,0.4,0.98,AP_PA,0.035,1,1,0.16
394,0,NGCC,1,0,18.75,0.4,0.98,AP_PA,0.035,1,1,0.16
100.8,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
194.3,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
4.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
16.2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
90,0,WindOn,0,1,0,0,0.28,AP_PA,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
184,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
372,0,NGCC,1,0,18.75,0.4,0.98,PN_PA,0.035,1,1,0.16
372,0,NGCC,1,0,18.75,0.4,0.98,PN_PA,0.035,1,1,0.16
453,0,NGCC,1,0,18.75,0.4,0.98,PN_PA,0.035,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
62.4,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
50.2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,AEP_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
16,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
12,0,SolarPV,0,1,0,0,0.35,PL_MD,0,1,1,0
1,0,Landfill_NG,1,0,15,0.39,0.43,EKPC_KY,0.05,1,1,0.1
1,0,Landfill_NG,1,0,15,0.39,0.43,EKPC_KY,0.05,1,1,0.1
1.4,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1.3,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
4.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
7,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
7.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
8.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
6.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
13.6,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
4.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3.1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
2.3,0,SolarPV,0,1,0,0,0.35,PE_NJ,0,1,1,0
8.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
6.2,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.9,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3.1,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
15,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
7.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,BC_MD,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.6,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.2,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.2,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,AP_MD,0,1,1,0
2.2,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,PEP_MD,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
8.5,0,SolarPV,0,1,0,0,0.35,EKPC_KY,0,1,1,0
5.4,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
19.8,0,SolarPV,0,1,0,0,0.35,PN_VA,0,1,1,0
2.8,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
2,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,ME_PA,0,1,1,0
7.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5.1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
16,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,ATSI_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,ATSI_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,ATSI_OH,0,1,1,0
74.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
17,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
295,0,NGCC,1,0,18.75,0.4,0.98,ME_PA,0.035,1,1,0.16
295,0,NGCC,1,0,18.75,0.4,0.98,ME_PA,0.035,1,1,0.16
443.7,0,NGCC,1,0,18.75,0.4,0.98,ME_PA,0.035,1,1,0.16
525,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
8.1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
8.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
8.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,AEP_VA,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DEOK_OH,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DEOK_OH,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DEOK_OH,0.05,1,1,0.1
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,CE_IL,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,DPL_DE,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7.9,0,NGCT,1,0,26.3,0.59,0.98,PE_MD,0.068,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
119.7,0,WindOn,0,1,0,0,0.28,AEP_IN,0,1,1,0
2.7,0,SolarPV,0,1,0,0,0.35,EKPC_KY,0,1,1,0
15.7,0,SolarPV,0,1,0,0,0.35,AP_VA,0,1,1,0
521.9,0,NGCC,1,0,18.75,0.4,0.98,AEP_OH,0.035,1,1,0.16
66,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
2.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,AP_VA,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DPL_VA,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
100,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
2.3,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
5.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,PE_NJ,0,1,1,0
2.2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
9,0,SolarPV,0,1,0,0,0.35,PEP_MD,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
15.7,0,SolarPV,0,1,0,0,0.35,PEP_MD,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
8.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
8.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,BC_MD,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
78.4,0,WindOn,0,1,0,0,0.28,PN_NY,0,1,1,0
7.4,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
185,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
2,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
2,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
2,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
2,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.1,0,SolarPV,0,1,0,0,0.35,AEP_KY,0,1,1,0
2.8,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
200.4,0,WindOn,0,1,0,0,0.28,CE_IN,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
119,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
2.6,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
3.8,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,DPL_DE,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
60,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
2,0,Oil,1,0,40,0.82,0.98,JC_NJ,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,JC_NJ,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,JC_NJ,0.07,1,1,0
4.6,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
0.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.5,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
0.5,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
6,0,SolarPV,0,1,0,0,0.35,AEP_VA,0,1,1,0
13,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
7.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,PEP_DE,0,1,1,0
8.8,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
142.4,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
97.9,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
75,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
240,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
165,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
0.7,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3.7,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
4.9,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PN_PA,0,1,1,0
15,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
200,0,SolarPV,0,1,0,0,0.35,DEOK_OH,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,BC_MD,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
5.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.8,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
7.5,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
80,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PL_MD,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
56.2,0,WindOn,0,1,0,0,0.28,AEP_WV,0,1,1,0
7.5,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
80.6,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
664.7,0,NGCC,1,0,18.75,0.4,0.98,AP_PA,0.035,1,1,0.16
2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
200,0,WindOn,0,1,0,0,0.28,ATSI_IN,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
65,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
2,0,Oil,1,0,40,0.82,0.98,JC_NJ,0.07,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
2.3,0,SolarPV,0,1,0,0,0.35,PE_MD,0,1,1,0
7.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
8.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.8,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
0.4,0,SolarPV,0,1,0,0,0.35,RECO_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,RECO_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,RECO_NJ,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,RECO_NJ,0,1,1,0
3.6,0,SolarPV,0,1,0,0,0.35,ME_PA,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2.6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
88.2,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
3.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.1,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
3.4,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
4.3,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
6.5,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
7.1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
12.6,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
100,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
80,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
100,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
0.8,0,Bio,1,0,20,0.99,0.43,DOM_NC,0.07,1,1,0
