Month,Day,Period,EKPC_KY,AP_MD,AP_PA,AP_VA,AP_WV,AEP_VA,AEP_WV,AEP_KY,AEP_TN,AEP_OH,AEP_IN,AEP_MI,DPL_MD,DPL_DE,DOM_NC,DOM_VA,DAY_OH,JC_NJ,RECO_NJ,BC_MD,ME_PA,PS_NJ,CE_IL,AE_NJ,OVEC_OH,PE_PA,PL_PA,DEOK_OH,DUQ_PA,PN_PA,PEP_MD,ATSI_PA,ATSI_OH,NI
0,0,10,0.219497173,0.219497173,0.219497173,0.396448477,0.396448477,0.396448477,0.396448477,0.219497173,0.219497173,0.228938566,0.312143791,0.228938566,0.219497173,0.191172995,0.219497173,0.396448477,0.228938566,0.228938566,0.228938566,0.219497173,0.219497173,0.228938566,0.39581255,0.228938566,0.228938566,0.219497173,0.219497173,0.228938566,0.219497173,0.219497173,0.219497173,0.219497173,0.228938566,0
0,0,11,0.289063738,0.289063738,0.289063738,0.382787455,0.382787455,0.382787455,0.382787455,0.289063738,0.289063738,0.308211662,0.185761438,0.308211662,0.289063738,0.231619966,0.289063738,0.382787455,0.308211662,0.308211662,0.308211662,0.289063738,0.289063738,0.308211662,0.378410101,0.308211662,0.308211662,0.289063738,0.289063738,0.308211662,0.289063738,0.289063738,0.289063738,0.289063738,0.308211662,0
0,0,12,0.232415212,0.232415212,0.232415212,0.370340123,0.370340123,0.370340123,0.370340123,0.232415212,0.232415212,0.246068216,0.349277778,0.246068216,0.232415212,0.1914562,0.232415212,0.370340123,0.246068216,0.246068216,0.246068216,0.232415212,0.232415212,0.246068216,0.37162375,0.246068216,0.246068216,0.232415212,0.232415212,0.246068216,0.232415212,0.232415212,0.232415212,0.232415212,0.246068216,0
0,0,13,0.270820951,0.270820951,0.270820951,0.328715658,0.328715658,0.328715658,0.328715658,0.270820951,0.270820951,0.289592191,0.607571895,0.289592191,0.270820951,0.214507229,0.270820951,0.328715658,0.289592191,0.289592191,0.289592191,0.270820951,0.270820951,0.289592191,0.339539539,0.289592191,0.289592191,0.270820951,0.270820951,0.289592191,0.270820951,0.270820951,0.270820951,0.270820951,0.289592191,0
0,0,14,0.291753465,0.291753465,0.291753465,0.225323829,0.225323829,0.225323829,0.225323829,0.291753465,0.291753465,0.313982252,0.619627451,0.313982252,0.291753465,0.225067106,0.291753465,0.225323829,0.313982252,0.313982252,0.313982252,0.291753465,0.291753465,0.313982252,0.239355476,0.313982252,0.313982252,0.291753465,0.291753465,0.313982252,0.291753465,0.291753465,0.291753465,0.291753465,0.313982252,0
0,0,15,0.347969968,0.347969968,0.347969968,0.197087251,0.197087251,0.197087251,0.197087251,0.347969968,0.347969968,0.376711486,0.717957516,0.376711486,0.347969968,0.261745414,0.347969968,0.197087251,0.376711486,0.376711486,0.376711486,0.347969968,0.347969968,0.376711486,0.215088179,0.376711486,0.376711486,0.347969968,0.347969968,0.376711486,0.347969968,0.347969968,0.347969968,0.347969968,0.376711486,0
0,0,16,0.365533294,0.365533294,0.365533294,0.189100289,0.189100289,0.189100289,0.189100289,0.365533294,0.365533294,0.39646123,0.8465,0.39646123,0.365533294,0.272749485,0.365533294,0.189100289,0.39646123,0.39646123,0.39646123,0.365533294,0.365533294,0.39646123,0.211502431,0.39646123,0.39646123,0.365533294,0.365533294,0.39646123,0.365533294,0.365533294,0.365533294,0.365533294,0.39646123,0
0,0,17,0.346667825,0.346667825,0.346667825,0.206446996,0.206446996,0.206446996,0.206446996,0.346667825,0.346667825,0.374614285,0.452683007,0.374614285,0.346667825,0.262828446,0.346667825,0.206446996,0.374614285,0.374614285,0.374614285,0.346667825,0.346667825,0.374614285,0.215559053,0.374614285,0.374614285,0.346667825,0.346667825,0.374614285,0.346667825,0.346667825,0.346667825,0.346667825,0.374614285,0
0,0,18,0.3217397,0.3217397,0.3217397,0.192224614,0.192224614,0.192224614,0.192224614,0.3217397,0.3217397,0.345793252,0.488333333,0.345793252,0.3217397,0.249579043,0.3217397,0.192224614,0.345793252,0.345793252,0.345793252,0.3217397,0.3217397,0.345793252,0.202884276,0.345793252,0.345793252,0.3217397,0.3217397,0.345793252,0.3217397,0.3217397,0.3217397,0.3217397,0.345793252,0
0,0,19,0.311546631,0.311546631,0.311546631,0.188817859,0.188817859,0.188817859,0.188817859,0.311546631,0.311546631,0.333441917,0.349035948,0.333441917,0.311546631,0.245860772,0.311546631,0.188817859,0.333441917,0.333441917,0.333441917,0.311546631,0.311546631,0.333441917,0.195036517,0.333441917,0.333441917,0.311546631,0.311546631,0.333441917,0.311546631,0.311546631,0.311546631,0.311546631,0.333441917,0
