Pmax (MW),Pmin (MW),Zone,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW)
0.8,0,AEP_KY,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,EKPC_KY,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,EKPC_KY,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,EKPC_KY,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
53,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
24,0,AEP_PA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
7.5,0,PS_NJ,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
0.5,0,AEP_VA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.5,0,AEP_VA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.5,0,AEP_VA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
40,0,AP_WV,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
40,0,AP_WV,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
210.9,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1.8,0,AEP_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.8,0,AP_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.8,0,AP_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.8,0,AP_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.5,0,AP_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.8,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
34.5,0,AP_PA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
44,0,AEP_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
8.4,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1.1,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.1,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.1,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.4,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.4,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.3,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,AEP_OH,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1,0,DPL_DE,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
80,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
80,0,PN_PA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
5.9,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.9,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.9,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.9,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.9,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
26,0,PL_PA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
164,0,DOM_WV,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
100,0,DOM_WV,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
123,0,CE_IA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
75,0,CE_IA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
58.5,0,CE_IA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
29.9,0,CE_IA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1.6,0,ME_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.9,0,AE_NJ,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.9,0,AE_NJ,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,PL_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,PL_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2,0,CE_IA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,CE_IA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
213.8,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
72,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
70,0,ME_PA,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
28,0,BC_MD,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
807.5,0,AP_WV,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
130.5,0,CE_IN,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DPL_MD,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.3,0,DOM_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
