Pmax (MW),Pmin (MW),Zone,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW)
90,0,PE_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
45,0,PE_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
26.8,0,PE_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
3,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
3,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
3,0,PS_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
3,0,PS_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
3,0,PS_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
36,0,PL_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
22,0,CE_IL,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
11.2,0,CE_IL,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
6.5,0,CE_IL,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
30.5,0,PE_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
15,0,PE_NJ,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
15,0,PE_NJ,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
18,0,PE_NJ,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
67.8,0,BC_MD,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
62,0,PS_VA,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
62,0,PS_VA,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
21,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
10,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
25,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
25,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
2.5,0,DUQ_PA,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
161,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
94,0,PL_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
45.9,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
45.9,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
21.6,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
21.6,0,JC_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
35.7,0,ME_PA,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
14,0,PE_NJ,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
134.1,0,DPL_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
4.6,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
4.6,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
4.6,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
4.6,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
6.8,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
6.8,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
8.9,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
8.9,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
45,0,JC_NJ,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
6,0,ATSI_OH,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
94.7,0,AP_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
122,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
122,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
132,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
122,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
122,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
132,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
187,0,DOM_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
187,0,DOM_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
187,0,DOM_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
3.7,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
3.7,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6.1,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
6.1,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
4.1,0,PS_NJ,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
4.1,0,PS_NJ,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
4.1,0,PS_NJ,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
6,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
9.2,0,AEP_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
12.5,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
12.5,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
18.8,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
10,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
30,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
7.2,0,ME_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.1,0,ME_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.3,0,ME_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.4,0,ME_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.2,0,ME_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.2,0,ME_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
38.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.5,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.3,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.3,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
32.3,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2.5,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.7,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.2,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.7,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.3,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.3,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,PL_PA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
46.4,0,DOM_VA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
36.1,0,DOM_VA,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
7.5,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
7.5,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
92,0,PEP_DE,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
92,0,PEP_DE,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
27.5,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
27.5,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
75,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
10,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
7.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6.3,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
6.3,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
3.7,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
3.7,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.5,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.5,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.5,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
3,0,ATSI_OH,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
7.5,0,ATSI_OH,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
10,0,ATSI_OH,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
1.8,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.7,0,CE_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
1.2,0,CE_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
2.5,0,AEP_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.7,0,CE_IL,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,CE_IL,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
2,0,CE_IL,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.7,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.7,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.7,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.4,0,CE_IL,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,CE_IL,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.4,0,CE_IL,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
1,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
22.5,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
22.5,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.3,0,AE_NJ,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
0.3,0,AE_NJ,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
0.3,0,AE_NJ,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
1.5,0,AE_NJ,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.5,0,AE_NJ,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.5,0,AE_NJ,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.5,0,AE_NJ,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.2,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
32.1,0,PL_PA,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
99.2,0,PL_PA,Coal,1,1,0,0,23.57,1.01,0.95,1,0.07,0.06,0.36,0.36,1,24,24,124
54,0,AP_PA,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
77.9,0,AE_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
77.9,0,AE_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
81,0,AE_NJ,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
1.5,0,AEP_VA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
1.5,0,AEP_VA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
1.5,0,AEP_VA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,CE_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,PS_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,PS_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,PS_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,PS_VA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
53.3,0,PL_PA,MSW,1,0,0,0,15,1.49,0.43,1,0,0,1,1,1,0,0,
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.3,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
57.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
135,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.2,0,CE_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5,0,BC_MD,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2.5,0,BC_MD,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
10,0,BC_MD,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
9.5,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
97.2,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
97.2,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
53,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
53,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
4,0,EKPC_KY,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
1,0,EKPC_KY,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
3.5,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.9,0,PS_IL,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.9,0,PS_IL,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.8,0,PS_IL,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
4,0,DOM_NC,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.3,0,DOM_NC,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.1,0,DOM_NC,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.2,0,DOM_NC,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1,0,DOM_NC,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
1.2,0,DOM_NC,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
