transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/196207063-220-132,way/196207063-220,way/196207063-132,220,132,984,'LINESTRING (-1.96856163 43.25970283, -1.96881881 43.25983991)'
way/196207063-400-132,way/196207063-400,way/196207063-132,400,132,3575,'LINESTRING (-1.96852584 43.25993571, -1.96881881 43.25983991)'
way/196207063-400-220,way/196207063-400,way/196207063-220,400,220,3575,'LINESTRING (-1.96852584 43.25993571, -1.96856163 43.25970283)'
way/196207064-400-132,way/196207064-400,way/196207064-132,400,132,1788,'LINESTRING (-2.25253612 43.21270278, -2.25275411 43.21248307)'
way/196215046-220-132,way/196215046-220,way/196215046-132,220,132,738,'LINESTRING (-2.87691881 43.35203969, -2.87717864 43.35217438)'
way/196215046-400-132,way/196215046-400,way/196215046-132,400,132,7150,'LINESTRING (-2.87688662 43.35227277, -2.87717864 43.35217438)'
way/196215046-400-220,way/196215046-400,way/196215046-220,400,220,7150,'LINESTRING (-2.87688662 43.35227277, -2.87691881 43.35203969)'
way/196478732-220-132,way/196478732-220,virtual_way/272287508:0-132,220,132,492,'LINESTRING (-2.98187243 43.24715991, -2.98208786 43.24693871)'
way/196483351-220-132,way/196483351-220,way/196483351-132,220,132,984,'LINESTRING (-2.59612538 43.13898434, -2.59634188 43.13876391)'
way/196538101-220-132,way/196538101-220,way/196538101-132,220,132,492,'LINESTRING (-0.3156447 42.62845229, -0.31586775 42.62823657)'
way/196544699-220-132,way/196544699-220,way/196544699-132,220,132,984,'LINESTRING (-0.57072115 42.21505281, -0.57094195 42.2148365)'
way/197827799-400-220,way/197827799-400,way/197827799-220,400,220,3575,'LINESTRING (13.80162924 50.58318246, 13.80131467 50.58300195)'
way/19783816-380-150,way/19783816-380,way/19783816-150,380,150,8491,'LINESTRING (4.30716689 51.30132322, 4.30688711 51.30111837)'
way/197866182-420-132,way/197866182-420,way/197866182-132,420,132,3754,'LINESTRING (14.2648267 66.30281826, 14.26432703 66.30263868)'
way/199098050-400-220,way/199098050-400,way/199098050-220,400,220,2458,'LINESTRING (20.41510759 50.90017781, 20.41476604 50.90001643)'
way/199098053-400-220,way/199098053-400,way/199098053-220,400,220,7150,'LINESTRING (21.33292948 50.4429336, 21.3325882 50.44277493)'
way/199682443-380-150,way/199682443-380,way/199682443-150,380,150,5095,'LINESTRING (16.6211786 38.99740451, 16.62091672 38.99722973)'
way/199713891-400-132,way/199713891-400,way/199713891-132,400,132,3575,'LINESTRING (12.47951361 55.60447459, 12.47916553 55.60429064)'
way/200772307-236-220,virtual_way/150243325:0-236,way/200772307-220,236,220,528,'LINESTRING (13.38815083 63.38948025, 13.38780472 63.38965368)'
way/200772307-400-220,way/200772307-400,way/200772307-220,400,220,3575,'LINESTRING (13.38831047 63.38970331, 13.38780472 63.38965368)'
way/200772307-400-236,way/200772307-400,virtual_way/150243325:0-236,400,236,3575,'LINESTRING (13.38831047 63.38970331, 13.38815083 63.38948025)'
way/201459319-400-150,way/201459319-400,way/201459319-150,400,150,5363,'LINESTRING (-7.76602043 37.34485124, -7.7662047 37.34462)'
way/202200066-420-132,way/202200066-420,way/202200066-132,420,132,7508,'LINESTRING (8.49605141 62.68926019, 8.49564862 62.68906495)'
way/202272734-220-132,way/202272734-220,virtual_way/211749328:0-132,220,132,1475,'LINESTRING (11.63415844 45.43212379, 11.63388215 45.43193687)'
way/202891403-400-220,way/202891403-400,way/202891403-220,400,220,8938,'LINESTRING (-3.0286813 43.21925803, -3.02889647 43.21903673)'
way/203439931-220-132,virtual_way/74257804:1-220,way/203439931-132,220,132,1967,'LINESTRING (9.28928769 45.55446906, 9.28905062 45.55463301)'
way/203439931-380-132,way/203439931-380,way/203439931-132,380,132,3397,'LINESTRING (9.28937075 45.55469575, 9.28905062 45.55463301)'
way/203439931-380-220,way/203439931-380,virtual_way/74257804:1-220,380,220,3397,'LINESTRING (9.28937075 45.55469575, 9.28928769 45.55446906)'
way/203468251-220-132,way/203468251-220,way/203468251-132,220,132,492,'LINESTRING (9.25409791 45.54250585, 9.2538293 45.5423128)'
way/203554738-220-132,virtual_way/862945612:1-220,way/203554738-132,220,132,984,'LINESTRING (9.32694422 45.48721991, 9.32667562 45.48702705)'
way/203880166-275-132,way/203880166-275,way/203880166-132,275,132,1844,'LINESTRING (-2.05971257 52.57659322, -2.0599698 52.57637411)'
way/204353178-220-132,way/204353178-220,way/204353178-132,220,132,984,'LINESTRING (9.10833464 45.63708078, 9.10806608 45.63688737)'
way/204812413-380-150,virtual_way/98411324:1-380,way/204812413-150,380,150,3397,'LINESTRING (4.53853243 50.45805614, 4.53825647 50.45785183)'
way/205115991-420-132,way/205115991-420,way/205115991-132,420,132,3754,'LINESTRING (10.2038011 60.16895914, 10.20341886 60.16876878)'
way/205141906-220-132,way/205141906-220,virtual_way/361896112:0-132,220,132,2458,'LINESTRING (-2.8948316 43.22094579, -2.89504726 43.22072476)'
way/205597560-220-132,way/205597560-220,virtual_way/205594986:0-132,220,132,492,'LINESTRING (10.71319534 45.40024825, 10.71292236 45.40005893)'
way/206553441-220-132,way/206553441-220,way/206553441-132,220,132,1475,'LINESTRING (-0.35891888 42.51660118, -0.35916872 42.51674254)'
way/206553441-225-132,virtual_relation/8423568:a:0-225,way/206553441-132,225,132,503,'LINESTRING (-0.3588769 42.51683373, -0.35916872 42.51674254)'
way/206553441-225-220,virtual_relation/8423568:a:0-225,way/206553441-220,225,220,1475,'LINESTRING (-0.3588769 42.51683373, -0.35891888 42.51660118)'
way/206628449-420-300,way/206628449-420,way/206628449-300,420,300,3754,'LINESTRING (9.5959488 59.0410312, 9.59558223 59.0408393)'
way/207248812-380-220,way/207248812-380,way/207248812-220,380,220,1967,'LINESTRING (8.62334104 49.35679248, 8.62305452 49.35659817)'
way/207339053-400-220,way/207339053-400,way/207339053-220,400,220,3575,'LINESTRING (-9.42123706 52.61053229, -9.42156977 52.61041465)'
way/207991761-380-150,way/207991761-380,way/207991761-150,380,150,5095,'LINESTRING (10.0608916 46.34747237, 10.06061611 46.34728148)'
way/207993342-380-220,way/207993342-380,way/207993342-220,380,220,8491,'LINESTRING (9.46731666 46.70486932, 9.46704146 46.70467694)'
way/20851038-400-132,way/20851038-400,way/20851038-132,400,132,7150,'LINESTRING (-1.03966277 50.91717953, -1.03991641 50.91696265)'
way/209175136-400-220,way/209175136-400,way/209175136-220,400,220,7150,'LINESTRING (17.24350756 59.73496125, 17.24309278 59.73479099)'
way/209982720-380-150,way/209982720-380,way/209982720-150,380,150,3397,'LINESTRING (15.25654207 41.34257514, 15.25627388 41.34239719)'
way/210351123-220-150,way/210351123-220,way/210351123-150,220,150,984,'LINESTRING (9.00019322 39.2285909, 8.99997923 39.22875516)'
way/210351123-380-150,way/210351123-380,way/210351123-150,380,150,5095,'LINESTRING (9.00026719 39.22881907, 8.99997923 39.22875516)'
way/210351123-380-220,way/210351123-380,way/210351123-220,380,220,5095,'LINESTRING (9.00026719 39.22881907, 9.00019322 39.2285909)'
way/210389707-400-225,way/210389707-400,way/210389707-225,400,225,3575,'LINESTRING (-3.30257842 47.88073061, -3.30280874 47.88050903)'
way/210568055-380-220,way/210568055-380,way/210568055-220,380,220,3397,'LINESTRING (9.04298895 46.75148291, 9.04271506 46.75128946)'
way/212722603-220-132,way/212722603-220,virtual_way/436403331:0-132,220,132,1967,'LINESTRING (7.55784853 46.28692566, 7.55783985 46.2871166)'
way/212722603-380-132,way/212722603-380,virtual_way/436403331:0-132,380,132,1699,'LINESTRING (7.5581147 46.28712288, 7.55783985 46.2871166)'
way/212722603-380-220,way/212722603-380,way/212722603-220,380,220,1967,'LINESTRING (7.5581147 46.28712288, 7.55784853 46.28692566)'
way/212779654-400-275,way/212779654-400,way/212779654-275,400,275,3575,'LINESTRING (-3.92912889 55.76448768, -3.92915511 55.76425543)'
way/214294769-220-132,way/214294769-220,virtual_way/103549576:0-132,220,132,984,'LINESTRING (11.76317641 46.06714887, 11.7628964 46.06696237)'
way/214483816-400-225,way/214483816-400,way/214483816-225,400,225,3575,'LINESTRING (7.51917877 48.35694249, 7.51890218 48.35674535)'
way/214795416-380-132,virtual_relation/18851097:b:1-380,way/214795416-132,380,132,6793,'LINESTRING (7.03712724 46.13509071, 7.03686371 46.1348922)'
way/214858101-400-225,way/214858101-400,way/214858101-225,400,225,3575,'LINESTRING (5.02365318 43.3610818, 5.02335009 43.36100627)'
way/215475257-220-132,way/215475257-220,virtual_way/263950313:0-132,220,132,984,'LINESTRING (7.3743379 46.22289626, 7.37407272 46.22269859)'
way/217745445-400-132,way/217745445-400,virtual_way/217149602:0-132,400,132,3575,'LINESTRING (-5.99465591 43.3886942, -5.99486052 43.38846711)'
way/217979941-220-132,way/217979941-220,way/217979941-132,220,132,492,'LINESTRING (0.47147679 41.18857994, 0.47125569 41.18836573)'
way/219501437-400-132,way/219501437-400,way/219501437-132,400,132,7150,'LINESTRING (-6.67672348 43.27034271, -6.67692518 43.27011432)'
way/222895334-220-132,way/222895334-220,way/222895334-132,220,132,1475,'LINESTRING (-3.34424897 39.04472537, -3.34449105 39.04485995)'
way/222895334-400-132,way/222895334-400,way/222895334-132,400,132,1788,'LINESTRING (-3.34421823 39.04495952, -3.34449105 39.04485995)'
way/222895334-400-220,way/222895334-400,way/222895334-220,400,220,1788,'LINESTRING (-3.34421823 39.04495952, -3.34424897 39.04472537)'
way/222987687-275-132,way/222987687-275,way/222987687-132,275,132,922,'LINESTRING (-3.14527416 51.49519305, -3.14552075 51.49497176)'
way/223383886-400-220,virtual_way/58561795:1-400,way/223383886-220,400,220,1788,'LINESTRING (18.03772332 59.41311027, 18.03730856 59.4129424)'
way/225210595-400-225,way/225210595-400,way/225210595-225,400,225,7150,'LINESTRING (5.79258158 49.48337606, 5.79230576 49.48317474)'
way/226363063-220-132,way/226363063-220,way/226363063-132,220,132,492,'LINESTRING (-2.62560337 40.7030715, -2.62585068 40.70320749)'
way/226363063-400-132,way/226363063-400,way/226363063-132,400,132,7150,'LINESTRING (-2.62557014 40.70330508, -2.62585068 40.70320749)'
way/226363063-400-220,way/226363063-400,way/226363063-220,400,220,7150,'LINESTRING (-2.62557014 40.70330508, -2.62560337 40.7030715)'
way/226886241-400-132,way/226886241-400,way/226886241-132,400,132,7150,'LINESTRING (-3.0797646 40.03425812, -3.07997042 40.03403632)'
way/22720647-380-220,way/22720647-380,way/22720647-220,380,220,6793,'LINESTRING (9.98452438 53.74161848, 9.984203 53.74142782)'
way/22761839-380-220,way/22761839-380,way/22761839-220,380,220,6793,'LINESTRING (6.96631677 51.07030696, 6.96602684 51.07010856)'
way/22765517-380-220,way/22765517-380,way/22765517-220,380,220,3397,'LINESTRING (6.8427988 50.86360816, 6.84251065 50.86340945)'
way/22766160-380-220,way/22766160-380,way/22766160-220,380,220,10189,'LINESTRING (6.97283243 50.79576466, 6.97254415 50.79556626)'
way/228047935-220-150,way/228047935-220,way/228047935-150,220,150,492,'LINESTRING (15.3083702 38.20329449, 15.30811507 38.2031159)'
way/229597405-400-225,way/229597405-400,way/229597405-225,400,225,1788,'LINESTRING (6.00165373 45.38468169, 6.00139743 45.38448059)'
way/22975329-400-275,way/22975329-400,way/22975329-275,400,275,3687,'LINESTRING (-0.01152056 51.71420897, -0.01178303 51.71399428)'
way/22976749-380-150,way/22976749-380,way/22976749-150,380,150,6793,'LINESTRING (5.01530597 52.33731603, 5.01501676 52.33711286)'
way/22978838-400-132,way/22978838-400,way/22978838-132,400,132,1788,'LINESTRING (-1.44348773 50.89728667, -1.44373942 50.89706893)'
way/229806970-420-300,way/229806970-420,way/229806970-300,420,300,3754,'LINESTRING (11.5028902 63.75295884, 11.50245302 63.75277165)'
way/22984334-380-150,way/22984334-380,way/22984334-150,380,150,5095,'LINESTRING (4.87652525 52.42883501, 4.87623609 52.42863151)'
way/23022100-380-220,way/23022100-380,virtual_way/42920880:1-220,380,220,8491,'LINESTRING (7.02296337 51.62563264, 7.02266974 51.62543439)'
way/23059230-400-132,way/23059230-400,way/23059230-132,400,132,7150,'LINESTRING (-1.19025362 51.71122246, -1.19051055 51.71100523)'
way/23084554-380-220,way/23084554-380,way/23084554-220,380,220,5095,'LINESTRING (6.80404627 50.96603832, 6.80375767 50.96583951)'
way/23096966-380-150,way/23096966-380,way/23096966-150,380,150,11887,'LINESTRING (4.8334782 51.70030442, 4.83319372 51.70010082)'
way/23117075-380-220,way/23117075-380,way/23117075-220,380,220,11887,'LINESTRING (12.81514608 50.858027, 12.81483349 50.8578438)'
way/23132983-275-132,way/23132983-275,way/23132983-132,275,132,4609,'LINESTRING (-0.04875046 51.60438071, -0.04901218 51.60416594)'
way/23135563-380-150,way/23135563-380,virtual_relation/10957346:1-150,380,150,5095,'LINESTRING (4.74812625 51.81379485, 4.74784147 51.81359105)'
way/23135714-380-150,way/23135714-380,way/23135714-150,380,150,10189,'LINESTRING (4.02275905 51.95588668, 4.02247066 51.95603761)'
way/23136343-380-150,way/23136343-380,way/23136343-150,380,150,6793,'LINESTRING (4.24808095 51.36985519, 4.24780103 51.3696502)'
way/23136868-380-150,way/23136868-380,way/23136868-150,380,150,6793,'LINESTRING (4.25505695 51.32234757, 4.25477728 51.3221426)'
way/23141400-380-150,virtual_way/23141413:0-380,way/23141400-150,380,150,5095,'LINESTRING (5.5616338 50.80201324, 5.56135148 50.8018114)'
way/23151789-380-150,way/23151789-380,virtual_way/23151819:1-150,380,150,10189,'LINESTRING (4.24616056 51.15430454, 4.24588191 51.15409955)'
way/23164132-275-132,way/23164132-275,way/23164132-132,275,132,3687,'LINESTRING (-2.94721102 53.26745229, -2.94753198 53.26758499)'
way/23164132-400-132,way/23164132-400,way/23164132-132,400,132,7150,'LINESTRING (-2.94717915 53.26768438, -2.94753198 53.26758499)'
way/23164132-400-275,way/23164132-400,way/23164132-275,400,275,7150,'LINESTRING (-2.94717915 53.26768438, -2.94721102 53.26745229)'
way/23164256-275-132,way/23164256-275,way/23164256-132,275,132,3687,'LINESTRING (-2.71604609 53.30918464, -2.71636663 53.30931797)'
way/23164256-400-132,way/23164256-400,way/23164256-132,400,132,3575,'LINESTRING (-2.71601297 53.30941669, -2.71636663 53.30931797)'
way/23164256-400-275,way/23164256-400,way/23164256-275,400,275,3687,'LINESTRING (-2.71601297 53.30941669, -2.71604609 53.30918464)'
way/23175771-380-150,way/23175771-380,virtual_way/204323768:1-150,380,150,3397,'LINESTRING (4.23181352 50.88111161, 4.2315365 50.88090658)'
way/23176013-380-150,way/23176013-380,way/23176013-150,380,150,1699,'LINESTRING (4.30127186 50.80383406, 4.30099497 50.80362919)'
way/23228362-400-132,way/23228362-400,way/23228362-132,400,132,5363,'LINESTRING (0.00158311 51.51977784, 0.0013216 51.51956319)'
way/23228569-275-132,way/23228569-275,way/23228569-132,275,132,3687,'LINESTRING (-0.02430176 51.66374744, -0.02456391 51.66353272)'
way/23229136-275-132,way/23229136-275,way/23229136-132,275,132,1844,'LINESTRING (0.30085643 51.55285027, 0.30059336 51.55263627)'
way/23232738-275-132,way/23232738-275,way/23232738-132,275,132,4609,'LINESTRING (-0.49775253 51.54315689, -0.49805296 51.54329635)'
way/23232738-400-132,way/23232738-400,way/23232738-132,400,132,3575,'LINESTRING (-0.49770826 51.54338842, -0.49805296 51.54329635)'
way/23232738-400-275,way/23232738-400,way/23232738-275,400,275,4609,'LINESTRING (-0.49770826 51.54338842, -0.49775253 51.54315689)'
way/23234477-275-132,way/23234477-275,way/23234477-132,275,132,3687,'LINESTRING (-0.40462923 51.6426999, -0.40488949 51.64248436)'
way/23248656-275-132,way/23248656-275,way/23248656-132,275,132,2766,'LINESTRING (-0.47011951 51.42406837, -0.47037833 51.42385269)'
way/23284340-380-220,way/23284340-380,way/23284340-220,380,220,5095,'LINESTRING (8.7724035 49.97484351, 8.77211274 49.97464961)'
way/23286313-400-225,way/23286313-400,way/23286313-225,400,225,10725,'LINESTRING (2.26039229 47.10202021, 2.26014244 47.10181052)'
way/23287448-400-225,way/23287448-400,way/23287448-225,400,225,12513,'LINESTRING (2.22869599 48.67506999, 2.22843901 48.67486029)'
way/23299362-400-275,way/23299362-400,way/23299362-275,400,275,3687,'LINESTRING (-0.12741186 51.37338207, -0.12745793 51.37315064)'
way/23299459-275-132,way/23299459-275,virtual_way/447718667:1-132,275,132,2766,'LINESTRING (-0.18850243 51.43106241, -0.18880111 51.43120269)'
way/23299459-400-132,way/23299459-400,virtual_way/447718667:1-132,400,132,1788,'LINESTRING (-0.18845665 51.43129385, -0.18880111 51.43120269)'
way/23299459-400-275,way/23299459-400,way/23299459-275,400,275,2766,'LINESTRING (-0.18845665 51.43129385, -0.18850243 51.43106241)'
way/23299657-400-275,way/23299657-400,virtual_way/1121722206:1-275,400,275,5363,'LINESTRING (-0.00362619 51.35199471, -0.00388679 51.35178005)'
way/23380800-380-220,way/23380800-380,way/23380800-220,380,220,3397,'LINESTRING (6.61521432 51.47659284, 6.61492339 51.47639357)'
way/23390317-275-132,way/23390317-275,way/23390317-132,275,132,1844,'LINESTRING (-0.32283689 51.34381954, -0.32309599 51.34360419)'
way/23494515-275-132,way/23494515-275,way/23494515-132,275,132,1844,'LINESTRING (-1.85103036 52.50690678, -1.85128825 52.50668812)'
way/234983117-220-132,way/234983117-220,virtual_way/1344438716:0-132,220,132,1967,'LINESTRING (7.24962743 46.18536459, 7.24938144 46.1855238)'
way/234983117-380-132,way/234983117-380,virtual_way/1344438716:0-132,380,132,3397,'LINESTRING (7.24970285 46.18559268, 7.24938144 46.1855238)'
way/234983117-380-220,way/234983117-380,way/234983117-220,380,220,3397,'LINESTRING (7.24970285 46.18559268, 7.24962743 46.18536459)'
way/235370803-400-225,way/235370803-400,way/235370803-225,400,225,16088,'LINESTRING (-0.43546636 45.06968034, -0.43569752 45.0694646)'
way/23641079-380-220,way/23641079-380,way/23641079-220,380,220,1699,'LINESTRING (8.53713927 50.07813355, 8.53684884 50.07793906)'
way/238640596-400-220,way/238640596-400,way/238640596-220,400,220,3575,'LINESTRING (16.87183029 53.07958632, 16.8714848 53.0794147)'
way/23882397-220-132,way/23882397-220,way/23882397-132,220,132,984,'LINESTRING (-3.88364234 40.44856897, -3.88384654 40.44834563)'
way/23988786-400-132,way/23988786-400,way/23988786-132,400,132,5363,'LINESTRING (-1.487218 50.94196983, -1.4874697 50.941752)'
way/239937062-220-132,way/239937062-220,way/239937062-132,220,132,984,'LINESTRING (6.13390979 46.24928549, 6.13364904 46.2490848)'
way/24020441-400-225,way/24020441-400,way/24020441-225,400,225,5531,'LINESTRING (4.97551819 45.67440344, 4.97526434 45.67419993)'
way/24025291-400-225,way/24025291-400,way/24025291-225,400,225,5363,'LINESTRING (5.02361653 45.83852821, 5.02336177 45.83832482)'
way/240575085-220-132,way/240575085-220,virtual_way/90421578:1-132,220,132,984,'LINESTRING (8.7563777 47.33087597, 8.75610185 47.33068185)'
way/241491759-275-132,way/241491759-275,way/241491759-132,275,132,1844,'LINESTRING (-2.34713781 56.96462562, -2.34741961 56.96440551)'
way/24165071-400-132,way/24165071-400,way/24165071-132,400,132,5363,'LINESTRING (-0.24888824 51.92782792, -0.24915074 51.92761271)'
way/241842600-400-220,way/241842600-400,way/241842600-220,400,220,5363,'LINESTRING (19.31703542 50.76024555, 19.31669889 50.76008086)'
way/24253250-380-220,way/24253250-380,way/24253250-220,380,220,3397,'LINESTRING (16.37845688 48.35803171, 16.37823073 48.35821055)'
way/24253250-400-220,virtual_way/58898738:0-400,way/24253250-220,400,220,1967,'LINESTRING (16.37857584 48.35825129, 16.37823073 48.35821055)'
way/24253250-400-380,virtual_way/58898738:0-400,way/24253250-380,400,380,3397,'LINESTRING (16.37857584 48.35825129, 16.37845688 48.35803171)'
way/242756113-380-220,way/242756113-380,way/242756113-220,380,220,5095,'LINESTRING (7.75398656 48.0995129, 7.75373283 48.09967309)'
way/242756113-400-220,virtual_relation/3717718:1-400,way/242756113-220,400,220,1788,'LINESTRING (7.75406679 48.09974042, 7.75373283 48.09967309)'
way/242756113-400-380,virtual_relation/3717718:1-400,way/242756113-380,400,380,5095,'LINESTRING (7.75406679 48.09974042, 7.75398656 48.0995129)'
way/244179408-420-132,way/244179408-420,way/244179408-132,420,132,3754,'LINESTRING (7.51005607 59.12378895, 7.50970021 59.12359159)'
way/24462426-380-220,way/24462426-380,way/24462426-220,380,220,6793,'LINESTRING (6.68061266 51.64673245, 6.68032039 51.64653335)'
way/24478889-380-220,way/24478889-380,way/24478889-220,380,220,3397,'LINESTRING (6.71486396 51.52677367, 6.71457229 51.52657465)'
way/24479003-380-220,virtual_way/91323303:1-380,way/24479003-220,380,220,3397,'LINESTRING (6.68352362 51.57555407, 6.68323178 51.57535498)'
way/245185002-220-132,virtual_way/59476214:0-220,way/245185002-132,220,132,984,'LINESTRING (13.30259438 46.08193399, 13.302309 46.0817516)'
way/24552827-220-150,way/24552827-220,way/24552827-150,220,150,984,'LINESTRING (5.4150902 50.58469486, 5.41480976 50.58449265)'
way/24636044-400-220,way/24636044-400,way/24636044-220,400,220,7150,'LINESTRING (-9.13709368 38.8889801, -9.13727641 38.88874668)'
way/24667346-380-220,way/24667346-380,way/24667346-220,380,220,3397,'LINESTRING (7.50728929 51.40158317, 7.50699499 51.40138612)'
way/24705761-380-220,way/24705761-380,way/24705761-220,380,220,8491,'LINESTRING (10.84322494 49.37838949, 10.8429296 49.37820092)'
way/247578860-275-132,way/247578860-275,way/247578860-132,275,132,3687,'LINESTRING (-2.7989249 53.5610172, -2.79918368 53.56079649)'
way/24799890-380-220,way/24799890-380,way/24799890-220,380,220,5095,'LINESTRING (6.62599859 51.26036009, 6.62570895 51.26016084)'
way/24839976-380-220,way/24839976-380,way/24839976-220,380,220,15283,'LINESTRING (6.70268028 51.00888641, 6.70239185 51.00868736)'
way/24849819-400-225,way/24849819-400,way/24849819-225,400,225,12513,'LINESTRING (2.320346 48.55169179, 2.32008924 48.55148229)'
way/24921206-380-220,way/24921206-380,way/24921206-220,380,220,3441,'LINESTRING (6.92596716 51.49905627, 6.92567474 51.49885777)'
way/24976300-380-220,way/24976300-380,way/24976300-220,380,220,3397,'LINESTRING (13.1038818 48.66681313, 13.10358226 48.66663053)'
way/251239544-400-220,way/251239544-400,way/251239544-220,400,220,7150,'LINESTRING (20.74212069 52.22711662, 20.7417673 52.22695642)'
way/252924745-420-132,way/252924745-420,way/252924745-132,420,132,7508,'LINESTRING (17.61201454 68.57739859, 17.61144012 68.57722893)'
way/25306752-380-220,way/25306752-380,way/25306752-220,380,220,5095,'LINESTRING (9.42523697 48.064607, 9.42495466 48.06441465)'
way/25406532-275-132,way/25406532-275,way/25406532-132,275,132,2766,'LINESTRING (-1.2780294 53.72191623, -1.27834849 53.72205337)'
way/25406532-400-132,way/25406532-400,way/25406532-132,400,132,3575,'LINESTRING (-1.2779884 53.72214795, -1.27834849 53.72205337)'
way/25406532-400-275,way/25406532-400,way/25406532-275,400,275,3575,'LINESTRING (-1.2779884 53.72214795, -1.2780294 53.72191623)'
way/254135216-400-132,way/254135216-400,way/254135216-132,400,132,1788,'LINESTRING (11.92058629 57.76880023, 11.92022051 57.76861471)'
way/254158424-400-220,way/254158424-400,way/254158424-220,400,220,1788,'LINESTRING (-6.56948068 53.47481858, -6.56971954 53.47459045)'
way/254235846-400-220,way/254235846-400,virtual_way/281264247:0-220,400,220,3575,'LINESTRING (21.45228656 50.93859137, 21.45194102 50.93843314)'
way/254938713-400-220,way/254938713-400,virtual_way/267951110:1-220,400,220,5363,'LINESTRING (17.16916872 52.28123773, 17.16882851 52.2810669)'
way/255011551-380-150,way/255011551-380,way/255011551-150,380,150,3397,'LINESTRING (9.01330672 39.08201076, 9.01306593 39.08181604)'
way/255293400-400-220,way/255293400-400,virtual_way/1464015282:0-220,400,220,3575,'LINESTRING (17.87840391 53.0887319, 17.87805431 53.08856323)'
way/25637523-400-132,way/25637523-400,way/25637523-132,400,132,1788,'LINESTRING (12.49912542 55.75244392, 12.49877593 55.75226003)'
way/257192868-220-132,way/257192868-220,way/257192868-132,220,132,885,'LINESTRING (28.54174592 70.17193053, 28.54104834 70.1717978)'
way/257351439-380-150,way/257351439-380,way/257351439-150,380,150,5095,'LINESTRING (15.3286877 40.97481611, 15.32842095 40.97463827)'
way/257573127-220-132,way/257573127-220,way/257573127-132,220,132,492,'LINESTRING (-5.92484202 43.57373472, -5.92504742 43.57350778)'
way/25784735-275-132,way/25784735-275,way/25784735-132,275,132,2766,'LINESTRING (-2.03258651 52.54133232, -2.0328437 52.54111328)'
way/25786404-380-220,way/25786404-380,way/25786404-220,380,220,6793,'LINESTRING (9.19669349 48.91325878, 9.19640728 48.9130659)'
way/25935453-400-132,way/25935453-400,way/25935453-132,400,132,3575,'LINESTRING (0.31273945 52.28079348, 0.31247238 52.28057949)'
way/25943440-380-220,way/25943440-380,virtual_relation/3937928:0-220,380,220,5095,'LINESTRING (8.70247884 51.73657498, 8.70217726 51.73638097)'
way/259561755-380-220,way/259561755-380,virtual_way/373086441:0-220,380,220,5095,'LINESTRING (8.30847599 49.25716376, 8.30819129 49.25696865)'
way/259635368-220-132,way/259635368-220,way/259635368-132,220,132,1967,'LINESTRING (9.55813357 47.30279984, 9.55785491 47.30260776)'
way/260211728-225-220,way/260211728-225,virtual_relation/12643745:0-220,225,220,503,'LINESTRING (6.94986584 46.0511107, 6.94960303 46.05091197)'
way/260576306-220-132,virtual_way/170779404:1-220,way/260576306-132,220,132,492,'LINESTRING (-3.53099316 39.48738635, -3.53119604 39.48716357)'
way/260770703-400-132,way/260770703-400,way/260770703-132,400,132,7150,'LINESTRING (16.13154472 63.59848597, 16.1310811 63.59831223)'
way/260986936-400-220,way/260986936-400,way/260986936-220,400,220,8938,'LINESTRING (14.91795453 59.02960472, 14.91755999 59.02942762)'
way/261447466-400-220,way/261447466-400,way/261447466-220,400,220,1788,'LINESTRING (18.10023519 59.18274534, 18.09982296 59.18257765)'
way/26166640-220-132,way/26166640-220,virtual_way/208221717:1-132,220,132,492,'LINESTRING (7.51428185 46.77869911, 7.51401344 46.77850183)'
way/26245195-380-220,way/26245195-380,way/26245195-220,380,220,10189,'LINESTRING (11.86834682 48.20687123, 11.86805459 48.20668527)'
way/263688590-400-132,way/263688590-400,virtual_relation/5641479:0-132,400,132,7150,'LINESTRING (12.11646735 57.26320937, 12.11610558 57.2630244)'
way/26376870-400-225,way/26376870-400,way/26376870-225,400,225,7150,'LINESTRING (3.71621791 43.63264971, 3.71597707 43.63244305)'
way/263863442-400-132,way/263863442-400,way/263863442-132,400,132,5363,'LINESTRING (-1.25906754 51.62567706, -1.2593237 51.62545969)'
way/264104518-400-150,way/264104518-400,way/264104518-150,400,150,3575,'LINESTRING (0.9412391 51.33801026, 0.94097423 51.33779768)'
way/264275258-275-220,way/264275258-275,way/264275258-220,275,220,1844,'LINESTRING (-6.565675 53.96756206, -6.56591624 53.9673339)'
way/26452107-400-132,way/26452107-400,way/26452107-132,400,132,10725,'LINESTRING (12.23372119 55.73278273, 12.23337312 55.73259811)'
way/264650844-400-132,way/264650844-400,way/264650844-132,400,132,5363,'LINESTRING (1.61671767 52.21511092, 1.61644484 52.21489983)'
way/26472665-380-220,way/26472665-380,virtual_relation/13073144:1-220,380,220,16982,'LINESTRING (11.63758724 52.26910464, 11.63726956 52.26891834)'
way/26931725-220-132,way/26931725-220,way/26931725-132,220,132,492,'LINESTRING (12.32059522 55.63224947, 12.3203135 55.63241979)'
way/26931725-400-132,way/26931725-400,way/26931725-132,400,132,7150,'LINESTRING (12.32071505 55.63247292, 12.3203135 55.63241979)'
way/26931725-400-220,way/26931725-400,way/26931725-220,400,220,7150,'LINESTRING (12.32071505 55.63247292, 12.32059522 55.63224947)'
