Month,Day,Period,BGE,APS,PEPCO,DPL,DPL_MD,APS_MD,NI
1,8,15,0.632081871,0.712507558,0.631105118,0.603292304,0.603292304,0.712507558,4454.99
1,8,16,0.637122566,0.713464937,0.630538643,0.613037897,0.613037897,0.713464937,4658.2
1,8,17,0.664558756,0.73040319,0.650040434,0.65059094,0.65059094,0.73040319,4637.8
1,8,18,0.715834204,0.771480951,0.686183149,0.710804116,0.710804116,0.771480951,4804.8
1,8,19,0.729332729,0.784832261,0.704469423,0.727673118,0.727673118,0.784832261,4909.8
1,8,20,0.726601318,0.784281855,0.700157938,0.728430841,0.728430841,0.784281855,4862.5
1,8,21,0.717321215,0.773079106,0.696906513,0.723068691,0.723068691,0.773079106,4855.1
1,8,22,0.702785314,0.755988854,0.68416021,0.708498371,0.708498371,0.755988854,4837.4
1,8,23,0.680120265,0.732690265,0.657558407,0.688533324,0.688533324,0.732690265,5043.9
1,8,24,0.654077218,0.707547406,0.639110649,0.666098504,0.666098504,0.707547406,5181.6
1,9,1,0.634652627,0.690465325,0.616889382,0.6501369,0.6501369,0.690465325,5063.2
1,9,2,0.621203447,0.672446046,0.60520789,0.640339819,0.640339819,0.672446046,4769.6
1,9,3,0.614531676,0.663178432,0.597399283,0.636899086,0.636899086,0.663178432,4640.7
1,9,4,0.607967812,0.661270469,0.58995237,0.635212095,0.635212095,0.661270469,4621.4
1,9,5,0.609319125,0.656793386,0.594543896,0.636489242,0.636489242,0.656793386,4609.49
1,9,6,0.616491434,0.660500236,0.593001757,0.638630502,0.638630502,0.660500236,4628.49
1,9,7,0.629378252,0.670298862,0.606385593,0.644388144,0.644388144,0.670298862,4729.8
1,9,8,0.637397224,0.683834166,0.61567149,0.649774897,0.649774897,0.683834166,4764.49
1,9,9,0.6473069,0.697804007,0.620739066,0.650522367,0.650522367,0.697804007,4624.1
1,9,10,0.661386361,0.708630302,0.635349744,0.639362936,0.639362936,0.708630302,4780.9
1,9,11,0.664542165,0.71955258,0.633548025,0.638179422,0.638179422,0.71955258,4639.29
1,9,12,0.666782679,0.726457809,0.64543466,0.634450728,0.634450728,0.726457809,4784.79
1,9,13,0.670940271,0.727656771,0.646445946,0.630797212,0.630797212,0.727656771,4810.8
1,9,14,0.665072198,0.719201623,0.648535561,0.61935392,0.61935392,0.719201623,4737.5
