Technology,Zone,EC_Category,New_Build,AnnSum,t1h1,t1h2,t1h3,t1h4,t1h5,t1h6,t1h7,t1h8,t1h9,t1h10,t1h11,t1h12,t1h13,t1h14,t1h15,t1h16,t1h17,t1h18,t1h19,t1h20,t1h21,t1h22,t1h23,t1h24
Bio,AE_NJ,Existing,0,21.599999999999994,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8999999999999999
MSW,AE_NJ,Existing,0,840.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
NG,AE_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,JC_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NuC,JC_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,JC_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,JC_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,JC_NJ,Existing,0,2128.479941949999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.96427202499996,252.0331922999999,323.33512282499987,357.72549077499986,361.72770047499984,255.11228487499992,266.26699574999986,163.79397892499995,9.520903999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,JC_NJ,Existing,0,20832.613144647254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.00797127694,0.0,273.4011981579081,1334.9064121169145,0.0,1287.1653325710556,0.0,0.0,0.0,0.0,1520.2602704520996,5267.399999999999,4389.524362496675,356.88474083837707,1015.4604588684329,5267.399999999999,51.20239786885213
Landfill_NG,JC_NJ,Existing,0,230.39999999999992,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
MSW,JC_NJ,Existing,0,1080.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
NG,JC_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other,JC_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,PS_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,PS_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,PS_NJ,Existing,0,176.39999999999998,14.7,14.7,14.7,0.0,0.0,14.7,0.0,0.0,14.7,0.0,14.7,14.7,0.0,14.7,0.0,14.7,0.0,14.7,0.0,14.7,0.0,0.0,14.7,0.0
WindOn,PS_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,PS_NJ,Existing,0,743.7597796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.55861420000001,88.06855440000001,112.9837566,125.00086420000001,126.39936580000001,89.14448900000001,93.04230600000001,57.23491740000001,3.3269120000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,PS_NJ,Existing,0,13954.147600748638,0.0,0.0,0.0,0.0,411.56702750863775,0.0,0.0,0.0,1238.0,1238.0,0.0,1238.0,1238.0,1238.0,1162.5805732399997,0.0,1238.0,1238.0,1238.0,1238.0,0.0,0.0,1238.0,0.0
MSW,PS_NJ,Existing,0,1675.1999999999994,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8,69.8
NG,PS_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,RECO_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,RECO_NJ,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,RECO_NJ,Existing,0,26.211798400000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7113168000000003,3.1037376,3.9818064,4.4053168000000005,4.4546032,3.1416560000000002,3.2790239999999997,2.0170896,0.117248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,RECO_NJ,Existing,0,14235.224775853963,0.0,422.9867469622699,0.0,610.189570746276,607.989439059429,610.012984698417,617.49181637558,622.774368275294,626.50523148749,637.5863925832399,652.538005399127,661.201004221437,668.2651803688501,671.393150618171,674.0333364660399,676.7825850023951,687.769524163733,699.655560980706,696.938991080686,693.95537556263,689.570947227941,681.481098171921,670.218262584363,655.88520381797
NGCT,PN_NY,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,PN_NY,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WindOn,PN_NY,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,PN_NY,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landfill_NG,PN_NY,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,AEP_NC,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,AEP_NC,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,AEP_NC,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,AEP_NC,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,DOM_NC,Existing,0,92.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Oil,DOM_NC,Existing,0,4383.799999999999,0.0,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6,190.6
Hydro,DOM_NC,Existing,0,3301.7516623986467,0.0,145.7726561945501,40.411436173579986,116.34898672054806,0.0,3.4751210123821954,67.24050966653002,121.50295263105666,0.0,0.0,0.0,280.70000000000005,0.0,0.0,0.0,280.70000000000005,280.70000000000005,280.70000000000005,280.70000000000005,280.70000000000005,280.70000000000005,280.70000000000005,280.70000000000005,280.70000000000005
WindOn,DOM_NC,Existing,0,817.6758293599997,15.716851696,19.198028928,19.198028928,15.716851696,10.069121712,8.908514368,12.684193392000001,27.629669808000003,44.41433152,62.725633359999996,85.48345936,95.939879568,85.48345936,71.26811515200001,38.226574464,14.146390960000002,10.069121712,14.146390960000002,21.116478448,30.066236096,32.641997855999996,35.360821808,30.066236096,17.399442112
SolarPV,DOM_NC,Existing,0,7183.261439650003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.9810211750002,850.5695901000003,1091.2016007750003,1207.2633024250003,1220.7700863250002,860.9610091250003,898.6062802500002,552.7771014750001,32.131448000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bio,DOM_NC,Existing,0,3312.0000000000005,0.0,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003,144.00000000000003
Other,DOM_NC,Existing,0,1242.0,0.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0
NGCT,AP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,AP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,AP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,AP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landfill_NG,AP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,DEOK_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,DEOK_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,DEOK_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,DEOK_OH,Existing,0,26.399999999999995,2.2,2.2,2.2,2.2,0.0,0.0,2.2,0.0,2.2,0.0,0.0,2.2,0.0,2.2,0.0,2.2,2.2,0.0,2.2,0.0,2.2,0.0,0.0,0.0
SolarPV,DEOK_OH,Existing,0,824.8525309000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.853000550000004,97.6707426,125.30247015,138.62981305,140.18079445,98.86398725000001,103.1867865,63.47528835,3.689648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,DEOK_OH,Existing,0,20576.939801124667,0.0,1267.5,0.0,0.0,775.5517136775999,132.00096903346014,0.0,1267.5,103.30984007115256,1267.5,1267.5,1267.5,1267.5,1267.5,1267.5,1267.5,1267.5,1044.1275855411598,1125.2624777396763,1267.5,1267.5,1267.5,0.0,919.18721506162
Landfill_NG,DEOK_OH,Existing,0,115.19999999999996,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001,4.800000000000001
NG,DEOK_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,ATSI_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NuC,ATSI_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,ATSI_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,ATSI_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,ATSI_OH,Existing,0,105.59999999999998,8.8,0.0,8.8,0.0,8.8,0.0,0.0,8.8,0.0,8.8,0.0,0.0,8.8,0.0,8.8,8.8,0.0,8.8,8.8,0.0,8.8,0.0,8.8,0.0
WindOn,ATSI_OH,Existing,0,21.38079142399999,5.625844416,4.835954352,3.689995368,2.573308096,1.70824352,1.062679608,0.487853592,0.229538792,0.229538792,0.229538792,0.19828424,0.170003952,0.0,0.170003952,0.170003952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,ATSI_OH,Existing,0,190.44509774999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.433786125,22.550593499999994,28.930312124999997,32.007379875,32.36547637499999,22.826094374999997,23.824158749999995,14.655416624999997,0.8518799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,ATSI_OH,Existing,0,23396.83567651869,0.0,0.0,0.0,0.0,0.0,988.3137665048262,0.0,0.0,714.0283422880002,0.0,4090.8,0.0,0.0,0.0,0.0,0.0,0.0,4090.8,3794.41214339425,4090.8,3551.656450704875,0.0,2076.02497362674,0.0
Landfill_NG,ATSI_OH,Existing,0,1871.9999999999998,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997,77.99999999999997
Bio,ATSI_OH,Existing,0,307.2000000000001,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999,12.799999999999999
NG,ATSI_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,AEP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,AEP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,AEP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,AEP_OH,Existing,0,588.0,0.0,117.6,117.6,0.0,0.0,0.0,0.0,117.6,0.0,0.0,0.0,0.0,117.6,0.0,0.0,0.0,0.0,0.0,117.6,0.0,0.0,0.0,0.0,0.0
WindOn,AEP_OH,Existing,0,2924.6250069104,769.5451930536,661.4981059242,504.74524140029996,351.9963811816,233.66636049199997,145.3612868793,66.73227321569999,31.398037510699996,31.398037510699996,31.398037510699996,27.122805479,23.2544155842,0.0,23.2544155842,23.2544155842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,AEP_OH,Existing,0,944.8534204499998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.687622775,111.88004129999999,143.531677575,158.79790402499998,160.57452472499997,113.246881125,118.19856824999998,72.70977667499999,4.226424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,AEP_OH,Existing,0,15732.787098127334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03690483117822,0.0,2789.9530430070627,3451.3142386271375,1019.3643764153976,4124.418535246557,0.0,0.0,0.0,0.0,4327.700000000001,0.0,0.0
Landfill_NG,AEP_OH,Existing,0,67.19999999999997,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
Bio,AEP_OH,Existing,0,1574.3999999999994,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6
NG,AEP_OH,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,DUQ_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,DUQ_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,DUQ_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,DUQ_PA,Existing,0,12.2867805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8021797500000001,1.454877,1.86647175,2.06499225,2.08809525,1.47265125,1.5370424999999999,0.94551075,0.054959999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,DUQ_PA,Existing,0,14737.773335321303,0.0,0.0,0.0,0.0,0.0,0.0,1698.161090492072,0.0,943.8831859394718,0.0,0.0,1793.9,1793.9,1150.7283043211703,1793.9,1793.9,6.4235696540421765,1793.9,175.17718491454798,0.0,0.0,0.0,0.0,1793.9
Bio,DUQ_PA,Existing,0,79.19999999999996,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
NG,DUQ_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,ME_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,ME_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,ME_PA,Existing,0,1370.9596810659646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.9596810659648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.9999999999998
WindOn,ME_PA,Existing,0,2412.0379226348,33.2069555112,55.844694370000006,81.94715893280001,86.96298077200001,81.94715893280001,59.739478876400014,33.2069555112,21.4819559596,30.586613259200007,55.844694370000006,109.07166863520001,163.9251302112,188.47584331360002,180.03790841320003,156.2424200448,115.12985831280001,92.1794091448,97.60037748360001,115.12985831280001,121.40832168600001,127.91099261040002,127.91099261040002,134.6418045184,141.60469084240003
SolarPV,ME_PA,Existing,0,77.40671715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.053732425,9.1657251,11.758772024999999,13.009451174999999,13.155000074999998,9.277702875,9.683367749999999,5.956717724999999,0.34624799999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,ME_PA,Existing,0,8041.757253046857,0.0,0.0,0.0,4.354915356644739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2618.6,0.0,0.0,0.0,2618.6,181.6023376902117,2618.6,0.0,0.0,0.0,0.0
Landfill_NG,ME_PA,Existing,0,652.8000000000001,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003,27.200000000000003
MSW,ME_PA,Existing,0,856.8000000000003,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7
NGCT,DPL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,DPL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,DPL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,DPL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCC,DPL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landfill_NG,DPL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGCT,PL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NuC,PL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oil,PL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coal,PL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydro,PL_PA,Existing,0,70.4,6.400000000000001,6.400000000000001,0.0,6.400000000000001,0.0,6.400000000000001,0.0,6.400000000000001,0.0,0.0,0.0,6.400000000000001,0.0,6.400000000000001,0.0,6.400000000000001,0.0,0.0,6.400000000000001,0.0,6.400000000000001,0.0,6.400000000000001,0.0
WindOn,PL_PA,Existing,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SolarPV,PL_PA,Existing,0,198.63628474999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.968572625000002,23.520511499999998,30.174626625,33.384041375,33.757539875,23.807861875,24.848853749999996,15.285757125,0.88852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
